doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786016290.8939173,1786016290.8999004,1786016290.9943035
60000001,239,0,Carolina Panthers,completed,,stop,1786016290.8954356,1786016290.8998666,1786016290.9993157
60000002,235,0,"Santa Clara, California",completed,,stop,1786016290.8970225,1786016290.9004872,1786016291.0088077
60000003,234,0,Denver Broncos,completed,,stop,1786016290.899194,1786016290.9019732,1786016291.002428
60000004,244,0,gold,completed,,stop,1786016290.9007363,1786016290.9045413,1786016290.9763439
60000005,235,0,golden anniversary,completed,,stop,1786016290.90217,1786016290.904729,1786016290.9975293
60000006,234,0,February 7,completed,,stop,1786016290.9035883,1786016290.9074247,1786016291.0124898
60000007,232,0,American Football Conference,completed,,stop,1786016290.905022,1786016290.9077635,1786016291.014205
60000008,235,0,golden anniversary,completed,,stop,1786016290.906516,1786016290.9092999,1786016291.0175698
60000009,232,0,American Football Conference,completed,,stop,1786016290.9079561,1786016290.9103227,1786016291.0227294
60000010,235,0,February 7,completed,,stop,1786016290.9093614,1786016290.9126751,1786016291.0312696
60000011,231,0,Denver Broncos,completed,,stop,1786016290.9107547,1786016290.9132726,1786016291.020925
60000012,237,0,Levi's Stadium,completed,,stop,1786016290.9121518,1786016290.9147975,1786016291.04827
60000013,236,0,Santa Clara,completed,,stop,1786016290.9135952,1786016290.9160712,1786016291.0159178
60000014,244,0,Super Bowl L,completed,,stop,1786016290.9150536,1786016290.917532,1786016291.0448687
60000015,240,0,2015,completed,,stop,1786016290.916451,1786016290.9198313,1786016291.043172
60000016,245,0,2015,completed,,stop,1786016290.917833,1786016290.919915,1786016291.0607622
60000017,236,0,Santa Clara,completed,,stop,1786016290.9192238,1786016290.9211273,1786016291.010659
60000018,237,0,Levi's Stadium,completed,,stop,1786016290.9206316,1786016290.9222572,1786016291.0687199
60000019,237,0,24-10,completed,,stop,1786016290.922028,1786016290.923861,1786016291.0670495
60000020,240,0,"February 7, 2016",completed,,stop,1786016290.9234455,1786016290.9254355,1786016291.156002
60000021,233,0,2016,completed,,stop,1786016290.9248283,1786016290.9266639,1786016291.0465977
60000022,234,0,Denver Broncos,completed,,stop,1786016290.926211,1786016290.9284863,1786016291.0262246
60000023,234,0,Carolina Panthers,completed,,stop,1786016290.9276109,1786016290.929478,1786016291.041422
60000024,231,0,Denver Broncos,completed,,stop,1786016290.929067,1786016290.9306612,1786016291.0279334
60000025,240,0,2015,completed,,stop,1786016290.9305284,1786016290.9322672,1786016291.0654154
60000026,233,0,Denver Broncos,completed,,stop,1786016290.9319751,1786016290.934013,1786016291.0296538
60000027,233,0,Levi's Stadium,completed,,stop,1786016290.9333594,1786016290.9354844,1786016291.0634096
60000028,236,0,Super Bowl,completed,,stop,1786016290.9347267,1786016290.936624,1786016291.0329442
60000029,236,0,Denver Broncos,completed,,stop,1786016290.9361436,1786016290.9377604,1786016291.0245152
60000030,207,0,Cam Newton,completed,,stop,1786016290.93754,1786016290.939512,1786016291.0345705
60000031,208,0,4,completed,,stop,1786016290.9389231,1786016290.9408622,1786016291.0192115
60000032,205,0,1995,completed,,stop,1786016290.9798644,1786016290.9821887,1786016291.1164258
60000033,200,0,Arizona Cardinals,completed,,stop,1786016290.9968364,1786016290.9991739,1786016291.1078193
60000034,206,0,New England Patriots,completed,,stop,1786016290.999011,1786016291.0007844,1786016291.127422
60000035,205,0,Arizona Cardinals,completed,,stop,1786016291.0021095,1786016291.0035667,1786016291.1044965
60000036,203,0,New England Patriots,completed,,stop,1786016291.0038674,1786016291.005567,1786016291.1186554
60000037,202,0,New England Patriots,completed,,stop,1786016291.010263,1786016291.012667,1786016291.125777
60000038,205,0,4,completed,,stop,1786016291.0121775,1786016291.0138068,1786016291.0814757
60000039,199,0,Cam Newton,completed,,stop,1786016291.0139215,1786016291.0156028,1786016291.102324
60000040,214,0,15–1,completed,,stop,1786016291.015592,1786016291.0170093,1786016291.1482253
60000041,210,0,Cam Newton,completed,,stop,1786016291.017274,1786016291.0188758,1786016291.122366
60000042,212,0,12–4,completed,,stop,1786016291.018913,1786016291.0211773,1786016291.1525161
60000043,206,0,4,completed,,stop,1786016291.0206244,1786016291.022277,1786016291.0985274
60000044,213,0,New England Patriots,completed,,stop,1786016291.0224268,1786016291.0244203,1786016291.1465268
60000045,201,0,Cam Newton,completed,,stop,1786016291.0241265,1786016291.0257173,1786016291.130739
60000046,204,0,Arizona Cardinals,completed,,stop,1786016291.0259135,1786016291.0278554,1786016291.1290643
60000047,205,0,2,completed,,stop,1786016291.027626,1786016291.0299575,1786016291.1061754
60000048,202,0,The Broncos (Denver) beat the New England Patriots in the AFC championship.,completed,,stop,1786016291.029351,1786016291.0308964,1786016291.3637357
60000049,206,0,Cam Newton,completed,,stop,1786016291.0309865,1786016291.0325842,1786016291.1206095
60000050,205,0,New England Patriots,completed,,stop,1786016291.0326557,1786016291.0343225,1786016291.1593552
60000051,209,0,Arizona Cardinals,completed,,stop,1786016291.0342972,1786016291.036257,1786016291.1412916
60000052,198,0,Cam Newton,completed,,stop,1786016291.0359483,1786016291.0378304,1786016291.1361735
60000053,204,0,Arizona Cardinals,completed,,stop,1786016291.0428846,1786016291.0444784,1786016291.1447144
60000054,202,0,1995,completed,,stop,1786016291.0445862,1786016291.0460658,1786016291.1742082
60000055,126,0,Von Miller,completed,,stop,1786016291.0463145,1786016291.0484529,1786016291.157669
60000056,133,0,2,completed,,stop,1786016291.0479915,1786016291.0499864,1786016291.1240602
60000057,134,0,Broncos,completed,,stop,1786016291.0496216,1786016291.0510752,1786016291.1343772
60000058,131,0,Von Miller,completed,,stop,1786016291.0629306,1786016291.0655854,1786016291.1711602
60000059,134,0,5,completed,,stop,1786016291.0651057,1786016291.066697,1786016291.143026
60000060,128,0,Newton,completed,,stop,1786016291.0667455,1786016291.0687568,1786016291.137935
60000061,128,0,seven,completed,,stop,1786016291.0684104,1786016291.0703213,1786016291.1396096
60000062,126,0,Von Miller,completed,,stop,1786016291.070048,1786016291.072608,1786016291.1991103
60000063,129,0,three,completed,,stop,1786016291.0839138,1786016291.0864286,1786016291.1542544
60000064,128,0,2,completed,,stop,1786016291.1016057,1786016291.1041028,1786016291.1762168
60000065,134,0,Von Miller,completed,,stop,1786016291.1041849,1786016291.1064534,1786016291.209439
