doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000000,0,completed,,1785996644.7574723,1785996644.757483,1785996644.9294336,239,3,Denver Broncos,stop
60000002,0,completed,,1785996644.762465,1785996644.7624729,1785996644.9565618,236,5,"Santa Clara, California",stop
60000003,0,completed,,1785996644.7628493,1785996644.7628531,1785996644.9256966,236,3,Denver Broncos,stop
60000006,0,completed,,1785996644.763121,1785996644.7631242,1785996644.944398,234,4,February 7,stop
60000008,0,completed,,1785996644.7633662,1785996644.7633696,1785996644.925355,237,3,golden anniversary,stop
60000018,0,completed,,1785996644.7636242,1785996644.7636275,1785996644.9260707,238,5,Levi's Stadium,stop
60000020,0,completed,,1785996644.763852,1785996644.7638547,1785996645.040572,242,10,"February 7, 2016",stop
60000023,0,completed,,1785996644.7640553,1785996644.764058,1785996644.9296858,233,4,Carolina Panthers,stop
60000027,0,completed,,1785996644.7642539,1785996644.7642565,1785996644.942347,235,5,Levi's Stadium,stop
60000030,0,completed,,1785996644.7645254,1785996644.7645278,1785996644.9111407,205,3,Cam Newton,stop
60000031,0,completed,,1785996644.7647245,1785996644.764727,1785996644.8933918,207,2,4,stop
60000033,0,completed,,1785996644.7649229,1785996644.7649257,1785996644.9089103,201,3,Arizona Cardinals,stop
60000036,0,completed,,1785996644.7651303,1785996644.765137,1785996644.9223342,204,4,New England Patriots,stop
60000038,0,completed,,1785996644.7653284,1785996644.765331,1785996644.8931959,206,2,4,stop
60000039,0,completed,,1785996644.765525,1785996644.7655275,1785996644.9084332,202,3,Cam Newton,stop
60000040,0,completed,,1785996644.7657309,1785996644.7657335,1785996644.9448864,216,5,15–1,stop
60000041,0,completed,,1785996644.7659385,1785996644.7659426,1785996644.911352,214,3,Cam Newton,stop
60000044,0,completed,,1785996644.766142,1785996644.7661445,1785996644.9258783,216,4,New England Patriots,stop
60000047,0,completed,,1785996644.7663593,1785996644.766362,1785996644.8930073,206,2,2,stop
60000048,0,completed,,1785996644.7666183,1785996644.7666209,1785996645.1565502,203,16,The Broncos (Denver) beat the New England Patriots in the AFC championship.,stop
60000049,0,completed,,1785996644.7668166,1785996644.766819,1785996644.9086688,211,3,Cam Newton,stop
60000050,0,completed,,1785996644.767015,1785996644.7670193,1785996644.9255245,209,4,New England Patriots,stop
60000054,0,completed,,1785996644.767228,1785996644.7672305,1785996644.9473217,202,5,1995,stop
60000056,0,completed,,1785996644.7674358,1785996644.7674384,1785996644.889117,142,2,2,stop
60000058,0,completed,,1785996644.767642,1785996644.7676446,1785996644.9291825,136,4,Von Miller,stop
60000059,0,completed,,1785996644.7678478,1785996644.7678504,1785996644.8936033,142,2,5,stop
60000060,0,completed,,1785996644.7680554,1785996644.7680583,1785996644.89265,135,2,Newton,stop
60000067,0,completed,,1785996644.7682648,1785996644.7682688,1785996644.892832,145,2,5,stop
60000070,0,completed,,1785996644.7684724,1785996644.7684748,1785996644.8938274,138,2,5,stop
60000071,0,completed,,1785996644.768732,1785996644.768735,1785996644.9063923,141,2,seven,stop
60000075,0,completed,,1785996644.768939,1785996644.768943,1785996644.9446297,134,4,linebacker,stop
60000078,0,completed,,1785996644.7691436,1785996644.7691462,1785996644.9471133,138,4,Von Miller,stop
60000079,0,completed,,1785996644.7693462,1785996644.8921187,1785996644.9800131,141,2,5,stop
60000080,0,completed,,1785996644.769362,1785996644.8938737,1785996644.982205,160,2,CBS,stop
60000083,0,completed,,1785996644.7693686,1785996644.894316,1785996645.0802562,161,7,Beyoncé and Bruno Mars,stop
60000085,0,completed,,1785996644.769372,1785996644.894726,1785996644.9804156,160,2,CBS,stop
60000089,0,completed,,1785996644.7693744,1785996644.895115,1785996644.9995983,157,3,Coldplay,stop
60000093,0,completed,,1785996644.7693775,1785996644.8955011,1785996645.0179527,166,4,third-most watched,stop
60000095,0,completed,,1785996644.76938,1785996644.8958817,1785996645.0177445,158,4,$5 million,stop
60000096,0,completed,,1785996644.7693827,1785996644.8962626,1785996644.9966543,158,3,Coldplay,stop
60000097,0,completed,,1785996644.7693856,1785996644.907765,1785996645.0914545,159,7,Beyoncé and Bruno Mars,stop
60000098,0,completed,,1785996644.7693877,1785996644.9098318,1785996644.9994168,153,2,CBS,stop
60000099,0,completed,,1785996644.7693903,1785996644.9103012,1785996645.0196035,158,3,Coldplay,stop
60000100,0,completed,,1785996644.7693985,1785996644.9106386,1785996645.0376425,156,4,Beyoncé,stop
60000105,0,completed,,1785996644.769403,1785996644.911525,1785996645.0401998,157,4,Bruno Mars,stop
60000106,0,completed,,1785996644.7694054,1785996644.911879,1785996645.040382,113,4,Roger Goodell,stop
60000108,0,completed,,1785996644.7694077,1785996644.9245121,1785996645.0777647,124,5,2012,stop
60000109,0,completed,,1785996644.7694106,1785996644.9271345,1785996645.0575073,110,4,Roger Goodell,stop
60000111,0,completed,,1785996644.7694128,1785996644.9275637,1785996645.057677,115,4,Roger Goodell,stop
60000112,0,completed,,1785996644.7694156,1785996644.9279308,1785996645.0548365,108,4,Roger Goodell,stop
60000116,0,completed,,1785996644.7694182,1785996644.9282782,1785996645.0804467,118,5,2012,stop
