doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000001,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,239,0,Carolina Panthers,
60000004,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,244,0,gold,
60000005,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,235,0,golden anniversary,
60000007,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,232,0,American Football Conference,
60000009,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,232,0,American Football Conference,
60000010,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,235,0,February 7,
60000011,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,231,0,Denver Broncos,
60000012,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,237,0,Levi's Stadium,
60000013,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,Santa Clara,
60000014,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,244,0,Super Bowl L,
60000015,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,240,0,2015,
60000016,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,245,0,2015,
60000017,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,Santa Clara,
60000019,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,237,0,24-10,
60000021,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,233,0,2016,
60000022,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,234,0,Denver Broncos,
60000024,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,231,0,Denver Broncos,
60000025,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,240,0,2015,
60000026,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,233,0,Denver Broncos,
60000028,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,Super Bowl,
60000029,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,Denver Broncos,
60000032,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,205,0,1995,
60000034,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,206,0,New England Patriots,
60000035,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,205,0,Arizona Cardinals,
60000037,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,202,0,New England Patriots,
60000042,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,212,0,12–4,
60000043,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,206,0,4,
60000045,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,201,0,Cam Newton,
60000046,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,204,0,Arizona Cardinals,
60000051,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,209,0,Arizona Cardinals,
60000052,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,198,0,Cam Newton,
60000053,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,204,0,Arizona Cardinals,
60000055,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,126,0,Von Miller,
60000057,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,134,0,Broncos,
60000061,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,128,0,seven,
60000062,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,126,0,Von Miller,
60000063,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,129,0,three,
60000064,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,128,0,2,
60000065,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,134,0,Von Miller,
60000066,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,133,0,linebacker,
60000068,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,two,
60000069,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,128,0,Von Miller,
60000072,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,135,0,3,
60000073,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,133,0,fumble,
60000074,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,131,0,Von Miller,
60000076,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,132,0,seven,
60000077,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,134,0,3,
60000081,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,149,0,$5 million,
60000082,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,Coldplay,
60000084,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,145,0,Super Bowl XLVIII,
60000086,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,$5 million,
60000087,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,146,0,Bruno Mars,
60000088,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,146,0,Bruno Mars,
60000090,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,CBS,
60000091,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,150,0,$5 million,
60000092,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,150,0,Bruno Mars,
60000094,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,CBS,
60000101,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,Super Bowl XLVIII,
60000102,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,140,0,$5 million,
60000103,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,143,0,Coldplay,
60000104,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,149,0,Beyoncé and Bruno Mars,
60000107,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,50th Super Bowl,
60000110,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,91,0,In early 2012,
60000113,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,86,0,Roger Goodell,
60000114,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,92,0,an important game,
60000115,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,100,0,spectacular,
60000118,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,91,0,Miami's Sun Life Stadium,
60000119,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,91,0,Levi's Stadium,
60000121,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,87,0,Levi's Stadium,
60000124,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,92,0,Sun Life Stadium,
60000127,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,New Orleans,
60000128,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Sun Life Stadium,
60000130,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Levi's Stadium,
60000132,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Mercedes-Benz Superdome,
60000134,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,208,0,"October 16, 2012",
60000137,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,210,0,2010,
60000145,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,210,0,Super Bowl XLIV,
60000146,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,220,0,2,
60000150,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,209,0,"October 16, 2012",
60000151,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,207,0,0,
60000152,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,206,0,New Orleans,
60000153,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,206,0,1985,
60000158,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,125,0,$1.2 billion,
60000159,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,126,0,San Diego,
60000164,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,128,0,San Diego,
60000165,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,132,0,2013,
60000167,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,132,0,$1.2 billion,
60000168,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,1985,
60000171,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,121,0,2014,
60000172,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,124,0,2003,
60000177,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,127,0,2013,
60000178,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,235,0,John Fox,
60000179,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,225,0,10,
60000180,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,220,0,six,
60000181,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,220,0,Carolina Panthers,
60000184,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,4,
60000187,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,222,0,six,
60000188,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,217,0,number one,
60000189,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,216,0,one,
60000190,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,222,0,Super Bowl XLVIII,
60000191,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,225,0,Super Bowl XXXVIII,
60000192,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,223,0,six,
60000193,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,228,0,1,
60000194,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,229,0,4,
60000195,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,236,0,John Fox,
60000196,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,273,0,DeAngelo Williams,
60000197,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,282,0,Kelvin Benjamin,
60000198,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,283,0,7,
60000199,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,276,0,1978,
60000201,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,271,0,10,
60000202,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,272,0,8,
60000203,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,272,0,Kelvin Benjamin,
60000205,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,273,0,2009,
60000209,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,272,0,DeAngelo Williams,
60000210,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,273,0,1978,
60000214,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,273,0,Carolina Panthers,
60000215,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,279,0,10,
60000218,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,361,0,10,
60000221,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,365,0,45,
60000222,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,362,0,99.4,
60000223,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,362,0,77,
60000225,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,369,0,Jonathan Stewart,
60000226,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,371,0,6,
60000227,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,362,0,Cam Newton,
60000228,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,361,0,3837,
60000230,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,364,0,6,
60000231,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,368,0,500,
60000232,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,365,0,3837,
60000233,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,363,0,10,
60000235,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,364,0,39,
60000236,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,336,0,308,
60000239,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,334,0,4,
60000240,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,337,0,Kawann Short,
60000242,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,331,0,Kawann Short,
60000245,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,337,0,Kurt Coleman,
60000247,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,340,0,Kony Ealy,
60000248,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,335,0,Thomas Davis,
60000257,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,561,0,Indianapolis Colts,
60000260,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,564,0,Gary Kubiak,
60000261,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,560,0,Peyton Manning,
60000262,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,564,0,plantar fasciitis,
60000263,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,561,0,39,
60000264,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,564,0,4,
60000268,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,563,0,left,
60000272,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,277,0,Demaryius Thomas,
60000273,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,276,0,C. J. Anderson,
60000275,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,286,0,67.9,
60000277,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,285,0,17,
60000279,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,275,0,receiver,
60000281,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,280,0,17,
60000283,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,275,0,5,
60000287,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,278,0,C. J. Anderson,
60000289,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,220,0,"4,530",
60000290,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,218,0,5½,
60000291,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,219,0,Brandon Marshall,
60000293,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,219,0,linebacker,
60000297,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,220,0,Von Miller,
60000299,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,225,0,three,
60000303,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,Seattle Seahawks,
60000305,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,487,
60000306,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,138,0,7,
60000307,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,31–24,
60000308,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,Seattle Seahawks,
60000309,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,49-15,
60000310,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,142,0,487,
60000312,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,134,0,Arizona Cardinals,
60000315,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,134,0,49-15,
60000316,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,136,0,Seattle Seahawks,
60000318,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,160,0,Pittsburgh Steelers,
60000319,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,172,0,11,
60000330,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,162,0,New England Patriots,
60000331,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,162,0,Pittsburgh Steelers,
60000332,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,161,0,New England Patriots,
60000334,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,124,0,Thomas Davis,
60000335,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,124,0,broken arm,
60000340,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,121,0,11,
60000341,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,130,0,Super Bowl,
60000346,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,140,0,39,
60000352,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,136,0,John Elway,
60000354,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,144,0,John Elway,
60000355,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,149,0,2,
60000357,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,139,0,Peyton Manning,
60000363,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,167,0,1998,
60000364,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,169,0,2011,
60000367,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,167,0,Von Miller,
60000371,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,169,0,quarterback,
60000372,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,168,0,1998,
60000373,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,168,0,2011,
60000376,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,165,0,26,
60000377,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,174,0,13 years and 48 days,
60000378,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,106,0,XX,
60000379,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,109,0,Chicago Bears,
60000380,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,109,0,linebacker,
60000382,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,109,0,Broncos,
60000383,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,109,0,linebacker,
60000386,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,109,0,XX,
60000387,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,269,0,Justin Tucker,
60000388,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,268,0,Hybrid Bermuda 419 turf,
60000391,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,260,0,kicker,
60000393,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,263,0,Kicker,
60000394,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,265,0,Hybrid Bermuda 419 turf,
60000396,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,271,0,re-sodded the field with a new playing surface; a hybrid Bermuda 419 turf.,
60000397,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,262,0,hybrid Bermuda 419 turf,
60000399,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,278,0,Justin Tucker,
60000403,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,297,0,Atlanta Falcons,
60000404,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,302,0,white,
60000405,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,302,0,Super Bowl XXXIII,
60000406,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,306,0,Super Bowl XXXIII,
60000407,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,300,0,34-19,
60000409,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,302,0,white,
60000411,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,308,0,Pittsburgh Steelers,
60000413,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,309,0,blue,
60000414,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,297,0,orange,
60000416,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,90,0,Stanford University,
60000418,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,88,0,San Jose,
60000419,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,87,0,Santa Clara,
60000420,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,91,0,San Jose Marriott,
60000421,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,97,0,San Jose Marriott,
60000423,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Stanford University,
60000424,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,San Jose State,
60000425,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,90,0,San Jose Marriott,
60000426,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Stanford University,
60000427,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Santa Clara Marriott,
60000430,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,89,0,Stanford University,
60000431,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,88,0,Santa Clara Marriott,
60000432,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,250,0,"June 4, 2014",
60000436,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,240,0,Vince Lombardi,
60000438,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,250,0,LI,
60000441,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,252,0,"June 4, 2014",
60000442,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,242,0,Arabic numerals,
60000447,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,242,0,LI,
60000448,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,182,0,Gold,
60000450,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,178,0,50-yard line,
60000454,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,190,0,Gold footballs,
60000455,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,182,0,50-yard line,
60000457,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,211,0,Moscone Center,
60000458,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,209,0,San Francisco,
60000460,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,210,0,Jane Kim,
60000461,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,209,0,January 30,
60000462,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,233,0,1 million,
60000468,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,207,0,Ed Lee,
60000471,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,212,0,San Francisco mayor Ed Lee,
60000472,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,217,0,$5 million,
60000473,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,207,0,The NFL Experience,
60000474,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,167,0,Santa Clara University,
60000479,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,179,0,city council,
60000480,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,174,0,Bellomy Field at Santa Clara University,
60000481,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,170,0,A professional fundraiser,
60000483,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,175,0,$2 million,
60000486,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,145,0,Tuesday,
60000488,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,137,0,San Jose,
60000490,1,completed,,1785996694.8056984,1785996695.7180195,1785996700.3652425,150,0,Tuesday,
