doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000000,0,completed,,1785995232.65014,1785995232.6501503,1785995233.2002654,239,3,Denver Broncos,stop
60000002,0,completed,,1785995232.6551197,1785995232.6551278,1785995233.4468603,236,5,"Santa Clara, California",stop
60000003,0,completed,,1785995232.6555204,1785995232.6555243,1785995233.2072756,236,3,Denver Broncos,stop
60000006,0,completed,,1785995232.6558003,1785995232.6558037,1785995233.2918825,234,4,February 7,stop
60000008,0,completed,,1785995232.656044,1785995232.6560476,1785995233.2049491,237,3,golden anniversary,stop
60000018,0,completed,,1785995232.6562848,1785995232.656288,1785995233.548072,238,5,Levi's Stadium,stop
60000020,0,completed,,1785995232.6565242,1785995232.6565275,1785995236.2966528,242,10,"February 7, 2016",stop
60000023,0,completed,,1785995232.6567533,1785995232.6567562,1785995233.4817643,233,4,Carolina Panthers,stop
60000027,0,completed,,1785995232.656969,1785995232.6569715,1785995233.7035663,235,5,Levi's Stadium,stop
60000030,0,completed,,1785995232.6572464,1785995232.657249,1785995233.2876759,205,3,Cam Newton,stop
60000031,0,completed,,1785995232.657448,1785995232.6574504,1785995233.2060816,207,2,4,stop
60000033,0,completed,,1785995232.6576505,1785995232.6576533,1785995233.0979252,201,3,Arizona Cardinals,stop
60000036,0,completed,,1785995232.6578627,1785995232.6578696,1785995233.2010722,204,4,New England Patriots,stop
60000038,0,completed,,1785995232.6580644,1785995232.6580672,1785995233.0961132,206,2,4,stop
60000039,0,completed,,1785995232.658263,1785995232.6582656,1785995233.140659,202,3,Cam Newton,stop
60000040,0,completed,,1785995232.6584578,1785995232.6584604,1785995233.2950244,216,5,15–1,stop
60000041,0,completed,,1785995232.6586714,1785995232.658676,1785995233.1414833,214,3,Cam Newton,stop
60000044,0,completed,,1785995232.6588895,1785995232.6588924,1785995233.1971576,216,4,New England Patriots,stop
60000047,0,completed,,1785995232.6591,1785995232.659103,1785995233.0932658,206,2,2,stop
60000048,0,completed,,1785995232.659367,1785995232.6593697,1785995233.2038875,203,4,New England Patriots,stop
60000049,0,completed,,1785995232.6595747,1785995232.6595774,1785995233.1423576,211,3,Cam Newton,stop
60000050,0,completed,,1785995232.659777,1785995232.6597815,1785995233.1982176,209,4,New England Patriots,stop
60000054,0,completed,,1785995232.659983,1785995232.6599853,1785995233.3002234,202,5,1995,stop
60000056,0,completed,,1785995232.6601803,1785995232.6601827,1785995233.0953045,142,2,2,stop
60000058,0,completed,,1785995232.660396,1785995232.6603985,1785995233.1976616,136,4,Von Miller,stop
60000059,0,completed,,1785995232.6605988,1785995232.6606016,1785995233.0926986,142,2,5,stop
60000060,0,completed,,1785995232.660808,1785995232.660811,1785995233.0871444,135,2,Newton,stop
60000067,0,completed,,1785995232.6610203,1785995232.6610248,1785995233.099996,145,2,5,stop
60000070,0,completed,,1785995232.6612437,1785995232.6612465,1785995233.0945632,138,2,5,stop
60000071,0,completed,,1785995232.6615083,1785995232.661511,1785995233.0938876,141,2,seven,stop
60000075,0,completed,,1785995232.6617181,1785995232.6617227,1785995233.198833,134,4,linebacker,stop
60000078,0,completed,,1785995232.6619294,1785995232.661932,1785995233.201939,138,4,Von Miller,stop
60000079,0,completed,,1785995232.6621315,1785995232.662134,1785995233.0989273,141,2,5,stop
60000080,0,completed,,1785995232.6623397,1785995232.6623423,1785995233.0921876,160,2,CBS,stop
60000083,0,completed,,1785995232.6625445,1785995232.662547,1785995233.660601,161,7,Beyoncé and Bruno Mars,stop
60000085,0,completed,,1785995232.662751,1785995232.6627536,1785995233.0969865,160,2,CBS,stop
60000089,0,completed,,1785995232.6629581,1785995232.6629605,1785995233.143301,157,3,Coldplay,stop
60000093,0,completed,,1785995232.6631641,1785995232.6631668,1785995233.3123837,166,4,third-most watched,stop
60000095,0,completed,,1785995232.663432,1785995232.6634345,1785995233.319356,158,4,$5 million,stop
60000096,0,completed,,1785995232.6636407,1785995232.663646,1785995233.2085412,158,3,Coldplay,stop
60000097,0,completed,,1785995232.6638513,1785995232.663854,1785995235.0191283,159,7,Beyoncé and Bruno Mars,stop
60000098,0,completed,,1785995232.664064,1785995232.6640663,1785995233.1443021,153,2,CBS,stop
60000099,0,completed,,1785995232.6642768,1785995232.6642792,1785995233.1995206,158,3,Coldplay,stop
60000100,0,completed,,1785995232.6644907,1785995232.664493,1785995233.3020833,156,4,Beyoncé,stop
60000105,0,completed,,1785995232.6647072,1785995232.6647093,1785995233.3101988,157,4,Bruno Mars,stop
60000106,0,completed,,1785995232.6649218,1785995232.6649244,1785995233.2904103,113,4,Roger Goodell,stop
60000108,0,completed,,1785995232.6651402,1785995232.6651425,1785995233.5057778,124,5,2012,stop
60000109,0,completed,,1785995232.6653502,1785995232.6653528,1785995233.3080826,110,4,Roger Goodell,stop
60000111,0,completed,,1785995232.6656272,1785995232.6656334,1785995233.2890103,115,4,Roger Goodell,stop
60000112,0,completed,,1785995232.665847,1785995232.6658497,1785995233.2840123,108,4,Roger Goodell,stop
60000116,0,completed,,1785995232.6660657,1785995232.6660688,1785995233.536791,118,5,2012,stop
60000117,0,completed,,1785995232.6662886,1785995232.6662912,1785995234.9642267,105,7,Mercedes-Benz Superdome,stop
60000120,0,completed,,1785995232.6665058,1785995232.666508,1785995233.298426,107,4,Sun Life Stadium,stop
60000122,0,completed,,1785995232.6667275,1785995232.66673,1785995233.4994588,112,5,Levi's Stadium,stop
60000123,0,completed,,1785995232.6669526,1785995232.6669552,1785995234.6792316,113,7,Mercedes-Benz Superdome,stop
60000125,0,completed,,1785995232.6671798,1785995232.6671824,1785995236.6415567,102,15,"Mercedes-Benz Superdome, Sun Life Stadium, Levi's Stadium",stop
60000126,0,completed,,1785995232.6674075,1785995232.66741,1785995233.20288,107,2,3,stop
60000129,0,completed,,1785995232.6676943,1785995232.6676989,1785995236.1819484,99,5,San Francisco Bay Area,stop
60000131,0,completed,,1785995232.6679382,1785995232.6679409,1785995235.2507582,102,4,Sun Life Stadium,stop
60000133,0,completed,,1785995232.6681657,1785995232.6681683,1785995236.0937874,106,5,Levi's Stadium,stop
60000135,0,completed,,1785995232.6683884,1785995232.668391,1785995234.7234395,224,3,10,stop
60000136,0,completed,,1785995232.6686146,1785995232.668617,1785995236.1931698,225,5,Super Bowl XLIV,stop
60000138,0,completed,,1785995232.6688464,1785995232.668849,1785995236.0614815,222,5,1985,stop
60000139,0,completed,,1785995232.6690807,1785995232.669083,1785995235.188408,219,4,Sun Life Stadium,stop
60000140,0,completed,,1785995232.6693141,1785995232.6693165,1785995236.6547148,215,11,"October 16, 2012",stop
60000141,0,completed,,1785995232.669541,1785995232.6695433,1785995235.1579587,220,4,Stanford Stadium,stop
60000142,0,completed,,1785995232.6697738,1785995232.6697779,1785995236.6284397,227,10,"May 3, 2013",stop
60000143,0,completed,,1785995232.6700735,1785995232.6700761,1785995236.1374884,226,5,2010,stop
60000144,0,completed,,1785995232.6703222,1785995232.6703248,1785995233.616242,225,2,1,stop
60000147,0,completed,,1785995232.6705716,1785995232.6705742,1785995235.0098133,238,3,Florida legislature,stop
60000148,0,completed,,1785995232.6708252,1785995232.6708279,1785995236.1155455,224,5,1985,stop
60000149,0,completed,,1785995232.671065,1785995232.6710677,1785995234.8065023,220,3,New Orleans,stop
60000154,0,completed,,1785995232.6713018,1785995232.6713045,1785995234.814598,237,3,Florida legislature,stop
60000155,0,completed,,1785995232.6715477,1785995232.6715503,1785995236.7078454,163,11,"May 21, 2013",stop
60000156,0,completed,,1785995232.6717849,1785995232.6717875,1785995234.9822605,159,3,NFL owners,stop
60000157,0,completed,,1785995232.6720288,1785995232.6720333,1785995236.050778,154,5,2014,stop
60000160,0,completed,,1785995232.6729023,1785995232.6729064,1785995233.8256853,159,2,Boston,stop
60000161,0,completed,,1785995232.673228,1785995232.673231,1785995236.6679313,162,11,"May 21, 2013",stop
60000162,0,completed,,1785995232.6734948,1785995232.6734974,1785995236.3439882,158,6,$1.2 billion,stop
60000163,0,completed,,1785995232.6737454,1785995232.6737478,1785995236.46608,164,6,Super Bowl XXXVII,stop
60000166,0,completed,,1785995232.6739917,1785995232.6739957,1785995236.0721998,158,5,2014,stop
60000169,0,completed,,1785995232.674238,1785995232.6742406,1785995236.2849395,163,6,Super Bowl XXXVII,stop
60000170,0,completed,,1785995232.6744807,1785995232.6744833,1785995236.72127,163,11,"May 21, 2013",stop
