doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000001,1,completed,,1785995085.00513,1785995085.0051417,1785995085.2486563,239,4,Carolina Panthers,stop
60000004,1,completed,,1785995085.0102334,1785995085.010241,1785995085.1527793,243,2,gold,stop
60000005,1,completed,,1785995085.0106275,1785995085.010631,1785995085.2218695,237,3,golden anniversary,stop
60000007,1,completed,,1785995085.010889,1785995085.010892,1785995085.2499976,233,4,American Football Conference,stop
60000009,1,completed,,1785995085.0111196,1785995085.011123,1785995085.2522016,232,4,American Football Conference,stop
60000010,1,completed,,1785995085.0113518,1785995085.0113547,1785995085.2529702,235,4,February 7,stop
60000011,1,completed,,1785995085.011606,1785995085.0116088,1785995085.2796688,234,3,Denver Broncos,stop
60000012,1,completed,,1785995085.0118132,1785995085.011816,1785995085.3536165,238,5,Levi's Stadium,stop
60000013,1,completed,,1785995085.0120113,1785995085.0120142,1785995085.28053,238,3,Santa Clara,stop
60000014,1,completed,,1785995085.012293,1785995085.012296,1785995085.3216536,244,4,Super Bowl L,stop
60000015,1,completed,,1785995085.0125039,1785995085.0125065,1785995085.3549583,239,5,2015,stop
60000016,1,completed,,1785995085.01271,1785995085.012713,1785995085.3522773,242,5,2015,stop
60000017,1,completed,,1785995085.0129266,1785995085.0129313,1785995085.2239184,238,3,Santa Clara,stop
60000019,1,completed,,1785995085.0131261,1785995085.0131288,1785995085.3181882,239,6,24-10,stop
60000021,1,completed,,1785995085.0133245,1785995085.0133271,1785995085.289267,235,5,2016,stop
60000022,1,completed,,1785995085.013524,1785995085.0135264,1785995085.2224617,233,3,Denver Broncos,stop
60000024,1,completed,,1785995085.0137393,1785995085.0137439,1785995085.2216048,234,3,Denver Broncos,stop
60000025,1,completed,,1785995085.0139558,1785995085.013959,1785995085.2882056,239,5,2015,stop
60000026,1,completed,,1785995085.0141778,1785995085.0141807,1785995085.2357352,235,3,Denver Broncos,stop
60000028,1,completed,,1785995085.014448,1785995085.0144506,1785995085.2227917,235,3,Super Bowl,stop
60000029,1,completed,,1785995085.0146508,1785995085.0146534,1785995085.236425,239,3,Denver Broncos,stop
60000032,1,completed,,1785995085.0148501,1785995085.0148547,1785995085.287164,203,5,1995,stop
60000034,1,completed,,1785995085.0150666,1785995085.0150692,1785995085.2474215,206,4,New England Patriots,stop
60000035,1,completed,,1785995085.0152643,1785995085.0152667,1785995085.2235222,205,3,Arizona Cardinals,stop
60000037,1,completed,,1785995085.0154982,1785995085.015501,1785995085.2771947,202,4,New England Patriots,stop
60000042,1,completed,,1785995085.0157223,1785995085.0157251,1785995085.3193264,217,5,12–4,stop
60000043,1,completed,,1785995085.0159414,1785995085.0159442,1785995085.2209241,206,2,4,stop
60000045,1,completed,,1785995085.0161593,1785995085.0161638,1785995085.2457428,202,3,Cam Newton,stop
60000046,1,completed,,1785995085.016372,1785995085.0163746,1785995085.2480254,204,3,Arizona Cardinals,stop
60000051,1,completed,,1785995085.0166402,1785995085.0166428,1785995085.2452226,211,3,Arizona Cardinals,stop
60000052,1,completed,,1785995085.0168498,1785995085.0168543,1785995085.2447097,205,3,Cam Newton,stop
60000053,1,completed,,1785995085.0170567,1785995085.0170593,1785995085.2493088,205,3,Arizona Cardinals,stop
60000055,1,completed,,1785995085.0172648,1785995085.0172675,1785995085.2832494,137,4,Von Miller,stop
60000057,1,completed,,1785995085.0174773,1785995085.01748,1785995085.2462788,138,3,Broncos,stop
60000061,1,completed,,1785995085.0176873,1785995085.01769,1785995085.2211385,135,2,seven,stop
60000062,1,completed,,1785995085.017897,1785995085.0178993,1785995085.2780046,134,4,Von Miller,stop
60000063,1,completed,,1785995085.0181017,1785995085.018104,1785995085.2221563,135,2,three,stop
60000064,1,completed,,1785995085.018318,1785995085.0183203,1785995085.2155159,136,2,2,stop
60000065,1,completed,,1785995085.01859,1785995085.0185926,1785995085.2842,142,4,Von Miller,stop
60000066,1,completed,,1785995085.0188067,1785995085.0188112,1785995085.278815,138,4,linebacker,stop
60000068,1,completed,,1785995085.0190206,1785995085.019023,1785995085.2231445,145,2,two,stop
60000069,1,completed,,1785995085.0192306,1785995085.0192332,1785995085.285166,136,4,Von Miller,stop
60000072,1,completed,,1785995085.0194547,1785995085.0194573,1785995085.2344728,139,2,3,stop
60000073,1,completed,,1785995085.0196652,1785995085.0196676,1785995085.2507076,137,3,fumble,stop
60000074,1,completed,,1785995085.0198898,1785995085.0198922,1785995085.286153,141,4,Von Miller,stop
60000076,1,completed,,1785995085.0201054,1785995085.020108,1785995085.2243369,137,2,seven,stop
60000077,1,completed,,1785995085.0203164,1785995085.020319,1785995085.2213647,139,2,3,stop
60000081,1,completed,,1785995085.0205307,1785995085.0205333,1785995085.2814233,164,4,$5 million,stop
60000082,1,completed,,1785995085.0208044,1785995085.0208106,1785995085.2468348,158,3,Coldplay,stop
60000084,1,completed,,1785995085.0210311,1785995085.021034,1785995085.3710544,157,6,Super Bowl XLVIII,stop
60000086,1,completed,,1785995085.0212522,1785995085.021255,1785995085.3204741,158,4,$5 million,stop
60000087,1,completed,,1785995085.0214753,1785995085.0214782,1785995085.325253,157,4,Bruno Mars,stop
60000088,1,completed,,1785995085.0216942,1785995085.0216968,1785995085.3264894,157,4,Bruno Mars,stop
60000090,1,completed,,1785995085.021925,1785995085.0219274,1785995085.2514539,159,2,CBS,stop
60000091,1,completed,,1785995085.022157,1785995085.0221596,1785995085.3290422,166,4,$5 million,stop
60000092,1,completed,,1785995085.022379,1785995085.0223813,1785995085.3228366,163,4,Bruno Mars,stop
60000094,1,completed,,1785995085.0225987,1785995085.0226011,1785995085.2537594,152,2,CBS,stop
60000101,1,completed,,1785995085.022888,1785995085.0228927,1785995085.36963,155,6,Super Bowl XLVIII,stop
60000102,1,completed,,1785995085.0231307,1785995085.0231335,1785995085.3277538,155,4,$5 million,stop
60000103,1,completed,,1785995085.0233622,1785995085.0233645,1785995085.2823281,156,3,Coldplay,stop
60000104,1,completed,,1785995085.0236,1785995085.0236027,1785995085.375231,161,7,Beyoncé and Bruno Mars,stop
60000107,1,completed,,1785995085.0238252,1785995085.0238276,1785995085.3725128,110,6,50th Super Bowl,stop
60000110,1,completed,,1785995085.0240548,1785995085.0240574,1785995085.3923593,114,8,In early 2012,stop
60000113,1,completed,,1785995085.0242825,1785995085.0242848,1785995085.3240366,108,4,Roger Goodell,stop
60000114,1,completed,,1785995085.0245194,1785995085.1528242,1785995085.3563201,121,4,an important game,stop
60000115,1,completed,,1785995085.0245366,1785995085.2202775,1785995085.3908477,121,3,spectacular,stop
60000118,1,completed,,1785995085.0245433,1785995085.225363,1785995085.4147103,105,6,Miami's Sun Life Stadium,stop
60000119,1,completed,,1785995085.024547,1785995085.2260494,1785995085.4384954,105,5,Levi's Stadium,stop
60000121,1,completed,,1785995085.02455,1785995085.2266757,1785995085.4920888,101,5,Levi's Stadium,stop
60000124,1,completed,,1785995085.024553,1785995085.2272763,1785995085.6415966,109,4,Sun Life Stadium,stop
