doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786016137.1784725,1786016137.1828759,1786016137.2567317
60000001,239,0,Carolina Panthers,completed,,stop,1786016137.179983,1786016137.1839483,1786016137.2769415
60000002,235,0,"Santa Clara, California",completed,,stop,1786016137.181396,1786016137.1845315,1786016137.3039184
60000003,234,0,Denver Broncos,completed,,stop,1786016137.1828012,1786016137.1861575,1786016137.280654
60000004,244,0,gold,completed,,stop,1786016137.2591672,1786016137.2616754,1786016137.3369567
60000005,235,0,golden anniversary,completed,,stop,1786016137.279995,1786016137.2830405,1786016137.3555667
60000006,234,0,February 7,completed,,stop,1786016137.2821968,1786016137.2848396,1786016137.3869112
60000007,232,0,American Football Conference,completed,,stop,1786016137.3054543,1786016137.3084943,1786016137.416315
60000008,235,0,golden anniversary,completed,,stop,1786016137.3400073,1786016137.343411,1786016137.4359498
60000009,232,0,American Football Conference,completed,,stop,1786016137.3577235,1786016137.3604662,1786016137.4680996
60000010,235,0,February 7,completed,,stop,1786016137.3891463,1786016137.3924863,1786016137.49701
60000011,231,0,Denver Broncos,completed,,stop,1786016137.4182935,1786016137.4217105,1786016137.5038865
60000012,237,0,Levi's Stadium,completed,,stop,1786016137.438742,1786016137.4416544,1786016137.5663185
60000013,236,0,Santa Clara,completed,,stop,1786016137.4696474,1786016137.4728382,1786016137.561418
60000014,244,0,Super Bowl L,completed,,stop,1786016137.4988117,1786016137.5029979,1786016137.6096876
60000015,240,0,2015,completed,,stop,1786016137.5052521,1786016137.508523,1786016137.6304793
60000016,245,0,2015,completed,,stop,1786016137.5647626,1786016137.5681376,1786016137.6893568
60000017,236,0,Santa Clara,completed,,stop,1786016137.5677605,1786016137.5701625,1786016137.644191
60000018,237,0,Levi's Stadium,completed,,stop,1786016137.6127164,1786016137.6154363,1786016137.7348108
60000019,237,0,24-10,completed,,stop,1786016137.6322312,1786016137.635068,1786016137.7624195
60000020,240,0,"February 7, 2016",completed,,stop,1786016137.6459954,1786016137.6489441,1786016137.8239233
60000021,233,0,2016,completed,,stop,1786016137.6925697,1786016137.6957135,1786016137.8195875
60000022,234,0,Denver Broncos,completed,,stop,1786016137.7364118,1786016137.7389333,1786016137.8171856
60000023,234,0,Carolina Panthers,completed,,stop,1786016137.763893,1786016137.7670631,1786016137.8562188
60000024,231,0,Denver Broncos,completed,,stop,1786016137.8192096,1786016137.8216107,1786016137.885489
60000025,240,0,2015,completed,,stop,1786016137.8207374,1786016137.8225794,1786016137.915793
60000026,233,0,Denver Broncos,completed,,stop,1786016137.8247998,1786016137.8267417,1786016137.9069302
60000027,233,0,Levi's Stadium,completed,,stop,1786016137.8582623,1786016137.8613706,1786016137.9727743
60000028,236,0,Super Bowl,completed,,stop,1786016137.88829,1786016137.8913321,1786016137.9805572
60000029,236,0,Denver Broncos,completed,,stop,1786016137.9099402,1786016137.9126563,1786016138.0032234
60000030,207,0,Cam Newton,completed,,stop,1786016137.9167397,1786016137.9201794,1786016137.995687
60000031,208,0,4,completed,,stop,1786016137.9752219,1786016137.9785054,1786016138.053786
60000032,205,0,1995,completed,,stop,1786016137.9815688,1786016137.9840422,1786016138.094587
60000033,200,0,Arizona Cardinals,completed,,stop,1786016137.9969273,1786016137.9993901,1786016138.0793185
60000034,206,0,New England Patriots,completed,,stop,1786016138.0042496,1786016138.0071394,1786016138.1000557
60000035,205,0,Arizona Cardinals,completed,,stop,1786016138.0563169,1786016138.0586257,1786016138.1492603
60000036,203,0,New England Patriots,completed,,stop,1786016138.0816162,1786016138.0841944,1786016138.1836596
60000037,202,0,New England Patriots,completed,,stop,1786016138.095926,1786016138.0987754,1786016138.18116
60000038,205,0,4,completed,,stop,1786016138.1011384,1786016138.1033714,1786016138.1643198
60000039,199,0,Cam Newton,completed,,stop,1786016138.1506371,1786016138.153604,1786016138.2283216
60000040,214,0,15–1,completed,,stop,1786016138.165991,1786016138.1687188,1786016138.2755218
60000041,210,0,Cam Newton,completed,,stop,1786016138.183354,1786016138.18549,1786016138.2510016
60000042,212,0,12–4,completed,,stop,1786016138.184935,1786016138.187805,1786016138.2976685
60000043,206,0,4,completed,,stop,1786016138.2316303,1786016138.2347236,1786016138.3087323
60000044,213,0,New England Patriots,completed,,stop,1786016138.2530782,1786016138.2560978,1786016138.3641477
60000045,201,0,Cam Newton,completed,,stop,1786016138.2770274,1786016138.2802932,1786016138.3751419
60000046,204,0,Arizona Cardinals,completed,,stop,1786016138.300896,1786016138.304272,1786016138.3789399
60000047,205,0,2,completed,,stop,1786016138.3101199,1786016138.3132875,1786016138.373448
60000048,202,0,New England Patriots,completed,,stop,1786016138.3665328,1786016138.3697393,1786016138.4636917
60000049,206,0,Cam Newton,completed,,stop,1786016138.3749123,1786016138.3776214,1786016138.4409053
60000050,205,0,New England Patriots,completed,,stop,1786016138.3765924,1786016138.3789124,1786016138.4734633
60000051,209,0,Arizona Cardinals,completed,,stop,1786016138.380267,1786016138.3825705,1786016138.4456506
60000052,198,0,Cam Newton,completed,,stop,1786016138.4425163,1786016138.4442487,1786016138.5244305
60000053,204,0,Arizona Cardinals,completed,,stop,1786016138.4469953,1786016138.448698,1786016138.528276
60000054,202,0,1995,completed,,stop,1786016138.465814,1786016138.468789,1786016138.5920396
60000055,126,0,Von Miller,completed,,stop,1786016138.4749289,1786016138.4778118,1786016138.57095
60000056,133,0,2,completed,,stop,1786016138.5279505,1786016138.5310633,1786016138.6032524
60000057,134,0,Broncos,completed,,stop,1786016138.529656,1786016138.5324144,1786016138.6228268
60000058,131,0,Von Miller,completed,,stop,1786016138.5734184,1786016138.576741,1786016138.6816483
60000059,134,0,5,completed,,stop,1786016138.5936236,1786016138.596361,1786016138.656494
60000060,128,0,Newton,completed,,stop,1786016138.6049118,1786016138.6067998,1786016138.6664562
60000061,128,0,seven,completed,,stop,1786016138.6253467,1786016138.6283164,1786016138.6870475
60000062,126,0,Von Miller,completed,,stop,1786016138.6592329,1786016138.662193,1786016138.7537947
60000063,129,0,three,completed,,stop,1786016138.668323,1786016138.6717741,1786016138.7363372
60000064,128,0,2,completed,,stop,1786016138.6840029,1786016138.6860209,1786016138.7345312
60000065,134,0,Von Miller,completed,,stop,1786016138.6887085,1786016138.6920192,1786016138.784964
60000066,133,0,linebacker,completed,,stop,1786016138.7359776,1786016138.7385707,1786016138.8210826
60000067,137,0,5,completed,,stop,1786016138.7374594,1786016138.7398252,1786016138.7896812
60000068,137,0,two,completed,,stop,1786016138.7549174,1786016138.7566872,1786016138.8161254
60000069,128,0,Von Miller,completed,,stop,1786016138.7864525,1786016138.7888694,1786016138.8950293
60000070,132,0,5,completed,,stop,1786016138.7908344,1786016138.7929785,1786016138.8544273
60000071,132,0,seven,completed,,stop,1786016138.8183844,1786016138.8214304,1786016138.878852
60000072,135,0,3,completed,,stop,1786016138.8226326,1786016138.825036,1786016138.8859487
60000073,133,0,fumble,completed,,stop,1786016138.8585556,1786016138.8616326,1786016138.9517868
60000074,131,0,Von Miller,completed,,stop,1786016138.8800147,1786016138.8829525,1786016138.9751842
60000075,128,0,linebacker,completed,,stop,1786016138.8870685,1786016138.8899803,1786016138.9831278
60000076,132,0,seven,completed,,stop,1786016138.8960288,1786016138.898669,1786016138.9587247
60000077,134,0,3,completed,,stop,1786016138.9535773,1786016138.9566708,1786016139.0316246
60000078,133,0,Von Miller,completed,,stop,1786016138.9597602,1786016138.9621992,1786016139.0587606
60000079,135,0,5,completed,,stop,1786016138.976768,1786016138.9799554,1786016139.0611224
