"schema_version","experiment_id","phase","repeat_index","job_id","sample_index","sample_epoch_s","gpu_metrics_status","gpu_name","gpu_utilization_pct","gpu_memory_used_mib","gpu_memory_total_mib","vllm_metrics_status","vllm_num_requests_running","vllm_num_requests_waiting","vllm_kv_cache_usage_perc","server_version","pgvector_version"
"1","accelerated_arrival_formal_immediate","warmup","1","782","0","1784982521.9950893","snapshot","NVIDIA GeForce RTX 5070","24","11511","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","1","1784982522.3414521","snapshot","NVIDIA GeForce RTX 5070","24","11512","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","2","1784982522.6795235","snapshot","NVIDIA GeForce RTX 5070","24","11505","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","3","1784982523.0284164","snapshot","NVIDIA GeForce RTX 5070","23","11505","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","4","1784982523.3687913","snapshot","NVIDIA GeForce RTX 5070","23","11512","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","5","1784982523.7114966","snapshot","NVIDIA GeForce RTX 5070","23","11511","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","6","1784982524.038013","snapshot","NVIDIA GeForce RTX 5070","24","11505","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","7","1784982524.3982944","snapshot","NVIDIA GeForce RTX 5070","24","11505","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","8","1784982524.737687","snapshot","NVIDIA GeForce RTX 5070","24","11505","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","9","1784982525.0769575","snapshot","NVIDIA GeForce RTX 5070","23","11512","12227","ok","3","0","0.0007152507351187998","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","10","1784982525.3990016","snapshot","NVIDIA GeForce RTX 5070","23","11518","12227","ok","7","0","0.00238416911706274","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","11","1784982525.739328","snapshot","NVIDIA GeForce RTX 5070","23","11518","12227","ok","7","0","0.002861002940475199","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","12","1784982526.0587814","snapshot","NVIDIA GeForce RTX 5070","86","11518","12227","ok","7","0","0.028371612493046205","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","13","1784982526.4053106","snapshot","NVIDIA GeForce RTX 5070","86","11453","12227","ok","2","0","0.0003178892156083801","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","14","1784982526.7505705","snapshot","NVIDIA GeForce RTX 5070","86","11445","12227","ok","2","0","0.0003178892156083801","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","15","1784982527.065362","snapshot","NVIDIA GeForce RTX 5070","80","11446","12227","ok","1","0","7.947230390203952e-05","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","16","1784982527.3930414","snapshot","NVIDIA GeForce RTX 5070","80","11446","12227","ok","1","0","0.00015894460780419006","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","17","1784982527.7158191","snapshot","NVIDIA GeForce RTX 5070","80","11446","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","18","1784982528.0394359","snapshot","NVIDIA GeForce RTX 5070","42","11446","12227","ok","6","0","0.00238416911706274","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","19","1784982528.3655868","snapshot","NVIDIA GeForce RTX 5070","42","11444","12227","ok","7","0","0.007311451958992299","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","20","1784982528.7215374","snapshot","NVIDIA GeForce RTX 5070","42","11444","12227","ok","4","0","0.004053087499006569","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","21","1784982529.043121","snapshot","NVIDIA GeForce RTX 5070","84","11444","12227","ok","1","0","7.947230390203952e-05","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","22","1784982529.3889344","snapshot","NVIDIA GeForce RTX 5070","84","11444","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","23","1784982529.7069013","snapshot","NVIDIA GeForce RTX 5070","84","11431","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","24","1784982530.0322688","snapshot","NVIDIA GeForce RTX 5070","24","11439","12227","ok","1","0","7.947230390203952e-05","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","25","1784982530.3588672","snapshot","NVIDIA GeForce RTX 5070","24","11446","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","26","1784982530.6841693","snapshot","NVIDIA GeForce RTX 5070","24","11433","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","27","1784982531.013866","snapshot","NVIDIA GeForce RTX 5070","23","11433","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","28","1784982531.3598084","snapshot","NVIDIA GeForce RTX 5070","23","11432","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","29","1784982531.6989024","snapshot","NVIDIA GeForce RTX 5070","23","11432","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","30","1784982532.0215282","snapshot","NVIDIA GeForce RTX 5070","24","11432","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","31","1784982532.3488855","snapshot","NVIDIA GeForce RTX 5070","24","11438","12227","ok","2","0","0.0004768338234125702","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","32","1784982532.6719434","snapshot","NVIDIA GeForce RTX 5070","24","11438","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","33","1784982533.014596","snapshot","NVIDIA GeForce RTX 5070","30","11439","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","34","1784982533.3374703","snapshot","NVIDIA GeForce RTX 5070","30","11439","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","35","1784982533.6848865","snapshot","NVIDIA GeForce RTX 5070","30","11433","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","36","1784982534.005463","snapshot","NVIDIA GeForce RTX 5070","24","11433","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","37","1784982534.3282542","snapshot","NVIDIA GeForce RTX 5070","24","11437","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","38","1784982534.6611123","snapshot","NVIDIA GeForce RTX 5070","24","11437","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","39","1784982534.9800255","snapshot","NVIDIA GeForce RTX 5070","24","11430","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","40","1784982535.304401","snapshot","NVIDIA GeForce RTX 5070","24","11430","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","41","1784982535.6314294","snapshot","NVIDIA GeForce RTX 5070","24","11431","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","42","1784982535.9447846","snapshot","NVIDIA GeForce RTX 5070","23","11432","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","43","1784982536.2903602","snapshot","NVIDIA GeForce RTX 5070","23","11439","12227","ok","3","0","0.00039736151951041965","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","44","1784982536.634041","snapshot","NVIDIA GeForce RTX 5070","23","11439","12227","ok","1","0","7.947230390203952e-05","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","45","1784982536.9558449","snapshot","NVIDIA GeForce RTX 5070","89","11439","12227","ok","2","0","0.00015894460780419006","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","46","1784982537.2976005","snapshot","NVIDIA GeForce RTX 5070","89","11445","12227","ok","0","0","0.0","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","47","1784982537.6538837","snapshot","NVIDIA GeForce RTX 5070","89","11446","12227","ok","7","0","0.00135102916633556","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","48","1784982537.971724","snapshot","NVIDIA GeForce RTX 5070","83","11446","12227","ok","7","0","0.0024636414209647794","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","49","1784982538.3132918","snapshot","NVIDIA GeForce RTX 5070","83","11445","12227","ok","7","0","0.004053087499006569","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","50","1784982538.6331253","snapshot","NVIDIA GeForce RTX 5070","83","11445","12227","ok","7","0","0.0051656997536358995","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","51","1784982538.9587233","snapshot","NVIDIA GeForce RTX 5070","87","11445","12227","ok","7","0","0.0015894460780417896","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","52","1784982539.2762618","snapshot","NVIDIA GeForce RTX 5070","87","11444","12227","ok","6","0","0.0019868075975522093","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","53","1784982539.6166897","snapshot","NVIDIA GeForce RTX 5070","87","11444","12227","ok","8","0","0.005722005880950509","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","54","1784982539.9580283","snapshot","NVIDIA GeForce RTX 5070","92","11444","12227","ok","8","0","0.009298259556544508","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","55","1784982540.2983968","snapshot","NVIDIA GeForce RTX 5070","92","11445","12227","ok","8","0","0.008662481125327859","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","56","1784982540.6388972","snapshot","NVIDIA GeForce RTX 5070","92","11457","12227","ok","8","0","0.012874513232138618","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","57","1784982540.975989","snapshot","NVIDIA GeForce RTX 5070","90","11457","12227","ok","8","0","0.004768338234125369","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","58","1784982541.3204465","snapshot","NVIDIA GeForce RTX 5070","90","11450","12227","ok","6","0","0.007231979655090148","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","59","1784982541.6424303","snapshot","NVIDIA GeForce RTX 5070","90","11450","12227","ok","8","0","0.027100055630612685","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","60","1784982542.0017858","snapshot","NVIDIA GeForce RTX 5070","95","11450","12227","ok","4","0","0.012238734800921858","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","61","1784982542.3384862","snapshot","NVIDIA GeForce RTX 5070","95","11444","12227","ok","6","0","0.004609393626321179","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","62","1784982542.68156","snapshot","NVIDIA GeForce RTX 5070","95","11444","12227","ok","6","0","0.007470396566796489","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","63","1784982543.0234222","snapshot","NVIDIA GeForce RTX 5070","89","11444","12227","ok","1","0","7.947230390203952e-05","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","64","1784982543.3808625","snapshot","NVIDIA GeForce RTX 5070","89","11444","12227","ok","8","0","0.008106174998013138","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","65","1784982543.701898","snapshot","NVIDIA GeForce RTX 5070","89","11444","12227","ok","8","0","0.0019868075975522093","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","66","1784982544.0322258","snapshot","NVIDIA GeForce RTX 5070","92","11444","12227","ok","7","0","0.018755463720893317","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
"1","accelerated_arrival_formal_immediate","warmup","1","782","67","1784982544.3514686","snapshot","NVIDIA GeForce RTX 5070","92","11444","12227","ok","7","0","0.00103313995072718","18.4 (Debian 18.4-1.pgdg12+1)","0.8.2"
