doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786036578.2362704,1786036578.2408903,1786036578.3403413
60000001,239,0,Carolina Panthers,completed,,stop,1786036578.2378106,1786036578.2417603,1786036578.3809142
60000002,235,0,"Santa Clara, California",completed,,stop,1786036578.2388332,1786036578.2421837,1786036578.406659
60000003,234,0,Denver Broncos,completed,,stop,1786036578.2402124,1786036578.2433074,1786036578.3652122
60000004,244,0,gold,completed,,stop,1786036578.2418172,1786036578.2449298,1786036578.3373854
60000005,235,0,golden anniversary,completed,,stop,1786036578.2432542,1786036578.2462468,1786036578.3838496
60000006,234,0,February 7,completed,,stop,1786036578.2443485,1786036578.247148,1786036578.4101663
60000007,232,0,American Football Conference,completed,,stop,1786036578.245264,1786036578.2478273,1786036578.4142764
60000008,235,0,golden anniversary,completed,,stop,1786036578.2462165,1786036578.2499177,1786036578.3633914
60000009,232,0,American Football Conference,completed,,stop,1786036578.24718,1786036578.2517672,1786036578.4090161
60000010,235,0,February 7,completed,,stop,1786036578.248087,1786036578.2523994,1786036578.4054074
60000011,231,0,Denver Broncos,completed,,stop,1786036578.2490277,1786036578.2507944,1786036578.378436
60000012,237,0,Levi's Stadium,completed,,stop,1786036578.2499716,1786036578.2526562,1786036578.4226606
60000013,236,0,Santa Clara,completed,,stop,1786036578.2508774,1786036578.2527428,1786036578.382585
60000014,244,0,Super Bowl L,completed,,stop,1786036578.251776,1786036578.2543998,1786036578.4212337
60000015,240,0,2015,completed,,stop,1786036578.2526553,1786036578.254174,1786036578.425324
60000016,245,0,2015,completed,,stop,1786036578.2536082,1786036578.25499,1786036578.4415412
60000017,236,0,Santa Clara,completed,,stop,1786036578.2545223,1786036578.255936,1786036578.402983
60000018,237,0,Levi's Stadium,completed,,stop,1786036578.2554502,1786036578.2569606,1786036578.4428227
60000019,237,0,24-10,completed,,stop,1786036578.2562964,1786036578.2578504,1786036578.4577854
60000020,240,0,"February 7, 2016",completed,,stop,1786036578.257125,1786036578.2584085,1786036578.5435627
60000021,233,0,2016,completed,,stop,1786036578.2579806,1786036578.2592273,1786036578.4399412
60000022,234,0,Denver Broncos,completed,,stop,1786036578.2588465,1786036578.2602499,1786036578.411432
60000023,234,0,Carolina Panthers,completed,,stop,1786036578.2597492,1786036578.2635608,1786036578.424072
60000024,231,0,Denver Broncos,completed,,stop,1786036578.2609248,1786036578.2642055,1786036578.4041789
60000025,240,0,2015,completed,,stop,1786036578.2620711,1786036578.265318,1786036578.4440422
60000026,233,0,Denver Broncos,completed,,stop,1786036578.263513,1786036578.2672243,1786036578.4078355
60000027,233,0,Levi's Stadium,completed,,stop,1786036578.2666218,1786036578.2685316,1786036578.4382236
60000028,236,0,Super Bowl,completed,,stop,1786036578.2680151,1786036578.2701254,1786036578.401724
60000029,236,0,Denver Broncos,completed,,stop,1786036578.2692938,1786036578.2708972,1786036578.4000967
60000030,207,0,Cam Newton,completed,,stop,1786036578.270292,1786036578.271951,1786036578.4127488
60000031,208,0,4,completed,,stop,1786036578.2712255,1786036578.2728736,1786036578.385123
60000032,205,0,1995,completed,,stop,1786036578.3398898,1786036578.341512,1786036578.4835863
60000033,200,0,Arizona Cardinals,completed,,stop,1786036578.3413887,1786036578.3430264,1786036578.4453096
60000034,206,0,New England Patriots,completed,,stop,1786036578.3648195,1786036578.3662016,1786036578.4849076
60000035,205,0,Arizona Cardinals,completed,,stop,1786036578.366369,1786036578.367886,1786036578.459368
60000036,203,0,New England Patriots,completed,,stop,1786036578.3797722,1786036578.3813722,1786036578.497616
60000037,202,0,New England Patriots,completed,,stop,1786036578.3822303,1786036578.38374,1786036578.5025265
60000038,205,0,4,completed,,stop,1786036578.3835568,1786036578.3849819,1786036578.456044
60000039,199,0,Cam Newton,completed,,stop,1786036578.384808,1786036578.386185,1786036578.4808776
60000040,214,0,15–1,completed,,stop,1786036578.3860776,1786036578.3876224,1786036578.5293822
60000041,210,0,Cam Newton,completed,,stop,1786036578.401404,1786036578.4028652,1786036578.501239
60000042,212,0,12–4,completed,,stop,1786036578.4027069,1786036578.4041536,1786036578.5471745
60000043,206,0,4,completed,,stop,1786036578.4039087,1786036578.4054484,1786036578.4823186
60000044,213,0,New England Patriots,completed,,stop,1786036578.4051204,1786036578.4064345,1786036578.526897
60000045,201,0,Cam Newton,completed,,stop,1786036578.4063432,1786036578.4077833,1786036578.5313323
60000046,204,0,Arizona Cardinals,completed,,stop,1786036578.4075592,1786036578.409227,1786036578.522993
60000047,205,0,2,completed,,stop,1786036578.4087055,1786036578.4107206,1786036578.5038033
60000048,202,0,New England Patriots,completed,,stop,1786036578.4098918,1786036578.4112568,1786036578.5483932
60000049,206,0,Cam Newton,completed,,stop,1786036578.4111035,1786036578.4125493,1786036578.5256577
60000050,205,0,New England Patriots,completed,,stop,1786036578.4124029,1786036578.4137988,1786036578.5410354
60000051,209,0,Arizona Cardinals,completed,,stop,1786036578.41392,1786036578.4148486,1786036578.5325992
60000052,198,0,Cam Newton,completed,,stop,1786036578.4154005,1786036578.4173768,1786036578.5201192
60000053,204,0,Arizona Cardinals,completed,,stop,1786036578.4223223,1786036578.4236789,1786036578.533845
60000054,202,0,1995,completed,,stop,1786036578.4237816,1786036578.425365,1786036578.5646746
60000055,126,0,Von Miller,completed,,stop,1786036578.4250271,1786036578.4263744,1786036578.5382383
60000056,133,0,2,completed,,stop,1786036578.4262533,1786036578.427461,1786036578.499996
60000057,134,0,Broncos,completed,,stop,1786036578.4395587,1786036578.4410758,1786036578.5447636
60000058,131,0,Von Miller,completed,,stop,1786036578.4411824,1786036578.4426224,1786036578.5597308
60000059,134,0,5,completed,,stop,1786036578.442531,1786036578.4440281,1786036578.528157
60000060,128,0,Newton,completed,,stop,1786036578.4437647,1786036578.445181,1786036578.5243688
60000061,128,0,seven,completed,,stop,1786036578.4450138,1786036578.4466941,1786036578.539578
60000062,126,0,Von Miller,completed,,stop,1786036578.4462044,1786036578.4473498,1786036578.5761473
60000063,129,0,three,completed,,stop,1786036578.4573715,1786036578.4589581,1786036578.5423076
60000064,128,0,2,completed,,stop,1786036578.4590178,1786036578.4603066,1786036578.545985
60000065,134,0,Von Miller,completed,,stop,1786036578.4606054,1786036578.4618905,1786036578.5747359
60000066,133,0,linebacker,completed,,stop,1786036578.4820015,1786036578.483103,1786036578.5940685
60000067,137,0,5,completed,,stop,1786036578.4832692,1786036578.484475,1786036578.5579116
