workload,phase,repeat,order,arm,status,scheduler_owner,database_e2e_boundary,manifest_sha256,server_version,pgvector_version,row_count,correct_rows,database_e2e_s,raw_rows_per_s,correct_rows_per_s,request_latency_s_p50,request_latency_s_p95,request_latency_s_p99,observed_tokens,service_prompt_tokens,service_generation_tokens,service_observed_tokens,service_tokens_per_s,failure_count,infrastructure_failure_count,cap_semantic_failure_count,finish_reason_length_count,null_output_count,exactly_once,sink_rows_written,sink_readback_matched,endpoint_row_skew,endpoint_observed_work_skew,gpu_utilization_pct_mean,gpu_power_w_mean,gpu_energy_j,energy_j_per_correct_row,mfu_fraction,mfu_source,mfu_status_original,vllm_running_mean,vllm_running_max,vllm_waiting_mean,vllm_waiting_max,vllm_kv_cache_usage_mean,vllm_kv_cache_usage_max,vllm_prefix_cache_hit_rate,ttft_p95_s,itl_p95_s,quality_squad_evaluated_rows,quality_squad_exact_match_percent,quality_squad_exact_match_rows,quality_squad_missing_prediction_rows,quality_squad_prediction_rows,quality_squad_quality_status,quality_squad_token_f1_percent,quality_nonempty_completion_rows,quality_quality_status,quality_successful_rows
squad_uniform,formal,1,1,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8489,73.159843,144.47816679978388,116.03360056417837,0.2941880226135254,0.6285338640213012,0.9664155292510976,2556623.0,2481860.0,60391.0,2542251.0,34749.268119670516,0,0,0,1,0,True,10570,True,0.0,0.012168999103516966,89.65454545454546,793.8665454545454,57641.595330891585,6.790151411343101,0.6227344108321546,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,36.32121212121212,60.0,0.0,0.0,0.025891789714925048,0.06878070567217509,0.612676,0.245722,0.091538,10570,80.31220435193946,8489,0,10570,ok,89.35807329271326,,,
squad_uniform,formal,1,2,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8485,62.358731005340815,169.5031285850688,136.06755402500556,61.15477705001831,61.42152547836304,61.42152547836304,2556623.0,2481860.0,60457.0,2542317.0,40769.222833964646,1,0,1,0,1,True,10570,True,0.0,0.012168999103516966,94.309375,842.0878125,52511.52738256338,6.18874807101513,0.6568448104051144,recorded,ok,44.27731092436975,56.0,0.0,0.0,0.027871085906448333,0.06074140241179099,0.6126759768883016,0.24428326636728906,0.08745252179327517,10570,80.27436140018922,8485,1,10569,partial:missing_predictions,89.39093786389857,,,
squad_uniform,formal,1,3,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8482,66.8818422369659,158.03990509935315,126.82066935219618,33.03016376495361,61.62443293333053,64.31699664592743,2542240.0,2481860.0,60380.0,2542240.0,38010.91469628946,0,0,0,1,0,True,10570,True,0.0,0.008926872172171623,96.64329268292683,847.7445731707317,56698.71880004887,6.684593114837169,0.6123741019414798,recorded,ok,42.048,55.0,0.0,0.0,0.027390203960101236,0.06044365043918415,0.6126759768883016,0.24519184508058697,0.09934759640781826,10570,80.24597918637653,8482,0,10570,ok,89.31527934174055,,,
squad_uniform,formal,2,1,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8491,62.973982663825154,167.8470941948514,134.83346043599653,61.76242434978485,61.884928941726685,61.884928941726685,2556623.0,2481860.0,60465.0,2542325.0,40371.037251553986,1,0,1,0,1,True,10570,True,0.0,0.012168999103516966,94.1141975308642,835.8966666666668,52639.74219541591,6.199474996515829,0.6504329882850267,recorded,ok,44.65546218487395,56.0,0.0,0.0,0.028642363600196667,0.06878070567217509,0.6126759768883016,0.24423691688373195,0.08668109187749666,10570,80.33112582781457,8491,1,10569,partial:missing_predictions,89.40142980673302,,,
squad_uniform,formal,2,2,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8480,67.45091528259218,156.7065466156531,125.72105158947383,32.542808413505554,62.32161997556686,64.98771162748336,2542352.0,2481860.0,60492.0,2542352.0,37691.88289511816,0,0,0,1,0,True,10570,True,0.0,0.008974818819866144,97.68484848484849,847.7001818181818,57178.15314885617,6.742706739251907,0.6072704946367196,recorded,ok,40.95967741935484,57.0,0.0,0.0,0.027043202850735016,0.07525681107637339,0.6126824236661214,0.24371503283872537,0.09710921968190854,10570,80.22705771050141,8480,0,10570,ok,89.37242925606796,,,
squad_uniform,formal,2,3,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8492,72.754473,145.28316355201966,116.72134577897361,0.2946648597717285,0.6294642090797422,0.9572438526153546,2556623.0,2481860.0,60334.0,2542194.0,34942.099023932176,0,0,0,1,0,True,10570,True,0.0,0.012168999103516966,89.65680473372781,793.8203550295858,57494.57873407365,6.7704402654349565,0.6256028019270383,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,35.0414201183432,60.0,0.0,0.0,0.02510013892155645,0.07220485335715354,0.612676,0.245441,0.092719,10570,80.34058656575213,8492,0,10570,ok,89.38305313626255,,,
squad_uniform,formal,3,1,project_frozen_static,passed,project_frozen_static_ray_actor,profiler_opt_in_scan_to_unified_sink,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8484,71.967069,146.87273147111216,117.88725201522381,0.2921793460845947,0.6268988013267516,0.984004898071287,2556623.0,2481860.0,60505.0,2542365.0,35326.782587185815,0,0,0,1,0,True,10570,True,0.0,0.012168999103516966,90.76627218934911,800.1408284023669,57295.45470491886,6.753353925615142,0.6275873245917032,recovered_from_profiler,unavailable:missing_gpu_peak_tflops,35.78698224852071,61.0,0.0,0.0,0.026124652365762748,0.07071609349411945,0.612676,0.245449,0.092852,10570,80.26490066225166,8484,0,10570,ok,89.377309843483,,,
squad_uniform,formal,3,2,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8478,61.88531709089875,170.79980352164168,136.9953390971124,28.669849276542664,57.402292096614836,60.0176008605957,2542268.0,2481860.0,60408.0,2542268.0,41080.30982964588,0,0,0,1,0,True,10570,True,0.0,0.008956402151541447,97.7948717948718,861.9048076923077,53339.252326208574,6.291490012527551,0.6618362776943683,recorded,ok,45.991379310344826,59.0,0.0,0.0,0.029261190083832583,0.06863182968587167,0.6126759768883016,0.24458178222429036,0.09664681311881189,10570,80.2081362346263,8478,0,10570,ok,89.351842873834,,,
squad_uniform,formal,3,3,duckdb_ai_static_sharded,passed,experiment_harness_static_shard + duckdb_ai_extension + vllm,postgres_scan_to_unified_sink_external_wall,0543b29e9fed8df8ee2666433e2c54ee400a5dd05e25af31703e293f0cf6b19b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,10570,8477,62.23290794156492,169.84583156430605,136.21410730091037,61.36108839511871,61.46518588066101,61.46518588066101,2556623.0,2481860.0,60376.0,2542236.0,40850.34886023796,1,0,1,0,1,True,10570,True,0.0,0.012168999103516966,95.0875,843.4995,52493.42673225604,6.192453312758764,0.6581166947097894,recorded,ok,44.52542372881356,58.0,0.0,0.0,0.028639071619442697,0.05754056870626767,0.6126759768883016,0.24525259223535087,0.09028812368236117,10570,80.19867549668874,8477,1,10569,partial:missing_predictions,89.35318865809741,,,
sharegpt_controlled_skew,formal,1,1,direct_static_sharded,passed,project_bounded_http_static_control,postgres_scan_to_unified_sink_external_wall,54c97a2f10347d35b15ac5442da116dd7a8c56a8ef05e36c76a7120da783169b,18.4 (Ubuntu 18.4-1.pgdg22.04+1),0.8.5,2048,2048,180.53110057488084,11.34430573722963,11.34430573722963,88.5918675661087,170.1748418331146,177.5252975296974,1700126.0,1230355.0,469771.0,1700126.0,9417.35797647132,0,0,0,1650,0,True,2048,True,0.0,0.02269314820909982,98.09709821428572,784.7334598214286,141668.79515949654,69.17421638647292,0.3013589154854306,recorded,ok,61.31964809384164,64.0,0.002932551319648094,1.0,0.1624990122231114,0.23358642251004913,0.3200247083158926,0.570588235294117,0.058025878442545094,,,,,,,,2048,completion_validity_no_reference,2048
