status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,endpoint_routing,pool_routing,endpoint_pool_ids,endpoint_gpu_ids,long_request_token_threshold,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,controller_min_window,controller_max_window,adaptive_sample_interval_s,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,control_trace_path,control_trace_events,arrival_replay,arrival_time_scale,arrival_replay_preload,flush_policy,flush_timeout_ms,flush_max_wait_ms,flush_trace_output,flush_trace_path,flush_trace_events,submission_trace_path,submission_trace_events,resource_trace_path,resource_trace_events,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s,tokens_per_s
ok,adaptive_flush_window_formal_512_queue_adaptive,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,56,11284,12227,job_table,809,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,300,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,150,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,62,none,0,150,150,8,70584,1,14,3.413333,17,4807,470.56,147.0,1666.0,0.275688,0.325853,0.370046,ok,62396,8188,512,0.261424,1.4e-05,0.246632,0.028333,0.218299,0,0,0.0,0.547445,0.0,0.547445,0.0,0.0,0.0,none,0.0,0.0,,41.452454,17.290916,20.141077,0.338057,3.677675,0.025899,0.035267,1.1e-05,21.267936,24.074,3318.799
ok,adaptive_flush_window_formal_512_queue_adaptive,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,92,11276,12227,job_table,810,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,306,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,153,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,61,none,0,153,153,8,70570,1,14,3.346405,17,4807,461.24183,149.0,1496.0,0.249856,0.305817,0.33207,ok,62396,8174,512,0.257122,1.3e-05,0.242458,0.027956,0.214502,0,0,0.0,0.081449,0.0,0.081449,0.0,0.0,0.0,none,0.0,0.0,,38.596812,20.111469,20.161381,0.313893,0.013571,9.4e-05,0.032964,1e-05,20.649259,24.795,3417.556
ok,adaptive_flush_window_formal_512_queue_adaptive,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,88,11283,12227,job_table,811,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,304,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,152,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,61,none,0,152,152,8,70562,1,14,3.368421,17,4807,464.223684,149.0,1496.0,0.252933,0.306814,0.322761,ok,62396,8166,512,0.253201,1.4e-05,0.238587,0.02774,0.210847,0,0,0.0,0.084433,0.0,0.084433,0.0,0.0,0.0,none,0.0,0.0,,38.394003,20.105314,20.158011,0.323713,0.01293,9e-05,0.036125,8e-06,20.62151,24.828,3421.767
ok,adaptive_flush_window_formal_512_queue_adaptive,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,87,11287,12227,job_table,812,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,304,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,152,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,61,none,0,152,152,8,70580,1,14,3.368421,17,4807,464.342105,144.0,1530.0,0.239953,0.300198,0.334073,ok,62396,8184,512,0.24485,1.2e-05,0.231909,0.026428,0.205481,0,0,0.0,0.078829,0.0,0.078829,0.0,0.0,0.0,none,0.0,0.0,,37.019314,20.110193,20.169304,0.312905,0.01313,9.1e-05,0.035618,9e-06,20.663568,24.778,3415.673
ok,adaptive_flush_window_formal_512_queue_adaptive,formal,4,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,92,11278,12227,job_table,813,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,304,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,152,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,61,none,0,152,152,8,70569,1,14,3.368421,17,4807,464.269737,149.0,1496.0,0.242946,0.318143,0.349002,ok,62396,8173,512,0.251918,1.2e-05,0.237404,0.027447,0.209957,0,0,0.0,0.087586,0.0,0.087586,0.0,0.0,0.0,none,0.0,0.0,,38.016852,20.13386,20.186742,0.311077,0.013205,9.2e-05,0.034254,1.1e-05,20.671841,24.768,3413.774
ok,adaptive_flush_window_formal_512_queue_adaptive,formal,5,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,89,11277,12227,job_table,814,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,queue_adaptive,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_flush_trace.csv,312,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_submission_trace.csv,156,experiments/results/adaptive_flush_window_20260725/formal_512_queue_adaptive_resource_trace.csv,61,none,0,156,156,8,70586,1,14,3.282051,17,4807,452.474359,136.0,1496.0,0.256659,0.321187,0.336775,ok,62396,8190,512,0.263441,1.4e-05,0.24913,0.029239,0.219891,0,0,0.0,0.092929,0.0,0.092929,0.0,0.0,0.0,none,0.0,0.0,,40.712404,20.103451,20.170808,0.325691,0.013271,9e-05,0.035598,1e-05,20.626713,24.822,3422.067
ok,adaptive_flush_window_formal_512_immediate,warmup,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,26,11266,12227,job_table,815,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,1024,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_submission_trace.csv,512,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_resource_trace.csv,86,none,0,512,512,8,70580,1,1,1.0,17,1867,137.851562,38.0,766.0,0.232674,0.272715,0.287304,ok,62396,8184,512,0.223457,7e-06,0.213394,0.024929,0.188466,0,0,0.0,0.55923,0.0,0.55923,0.0,0.0,0.0,none,0.0,0.0,,120.4714,24.958899,27.653901,0.852966,15.606248,0.030965,0.120902,1.1e-05,29.590036,17.303,2385.262
ok,adaptive_flush_window_formal_512_immediate,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,23,11277,12227,job_table,816,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,1024,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_submission_trace.csv,512,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_resource_trace.csv,86,none,0,512,512,8,70576,1,1,1.0,17,1867,137.84375,38.0,766.0,0.2418,0.280447,0.30255,ok,62396,8180,512,0.231008,7e-06,0.220763,0.025671,0.195092,0,0,0.0,0.081486,0.0,0.081486,0.0,0.0,0.0,none,0.0,0.0,,124.520298,28.156714,28.179169,0.87304,12.501916,0.024805,0.123433,1.3e-05,29.476674,17.37,2394.3
ok,adaptive_flush_window_formal_512_immediate,formal,2,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,23,11276,12227,job_table,817,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,1024,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_submission_trace.csv,512,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_resource_trace.csv,86,none,0,512,512,8,70583,1,1,1.0,17,1867,137.857422,38.0,766.0,0.239667,0.289972,0.30757,ok,62396,8187,512,0.228608,8e-06,0.218407,0.02539,0.193016,0,0,0.0,0.077727,0.0,0.077727,0.0,0.0,0.0,none,0.0,0.0,,123.559084,28.359892,28.38344,1.143359,12.21059,0.024227,0.106959,1.3e-05,29.6483,17.269,2380.676
ok,adaptive_flush_window_formal_512_immediate,formal,3,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,23,11274,12227,job_table,818,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,arrow,none,0,,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,180.0,512,0,512,512,token_budget,6144,128,128,16,2,8,round_robin,none,default,0,0,static,0,0,0,0,0,0,0,8.0,,0,True,0.0005,bounded_requested_workload,immediate,25.0,50.0,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_flush_trace.csv,1024,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_submission_trace.csv,512,experiments/results/adaptive_flush_window_20260725/formal_512_immediate_resource_trace.csv,86,none,0,512,512,8,70588,1,1,1.0,17,1867,137.867188,38.0,766.0,0.243704,0.283281,0.295554,ok,62396,8192,512,0.232391,7e-06,0.221981,0.025501,0.196481,0,0,0.0,0.080582,0.0,0.080582,0.0,0.0,0.0,none,0.0,0.0,,125.289318,28.411015,28.432643,0.880887,12.693731,0.025186,0.122135,8e-06,29.705793,17.236,2376.237
