status,experiment_id,phase,repeat_index,server_version,pgvector_version,gpu_metrics_status,gpu_name,gpu_utilization_pct,gpu_memory_used_mib,gpu_memory_total_mib,database_trigger,job_id,operator,seed_workload,executor,strategy,data_source,source_workload_name,source_order,organizer,organizer_partition_mode,organizer_partitions,daft_runner,organizer_partition_effective,model_backend,model_endpoint_url,model_name,model_request_timeout_s,total_rows,written_rows,db_fetch_rows,ray_batch_rows,batching_policy,token_budget,embedding_dim,embedding_vector_dim,completion_max_tokens,model_workers,max_inflight_limit,scheduling_policy,adaptive_min_inflight,adaptive_max_inflight,adaptive_downshifts,adaptive_upshifts,adaptive_limit_mean,writeback_mode,write_batch_rows,object_count,operator_invocations,max_inflight_seen,token_count,batch_rows_min,batch_rows_max,batch_rows_mean,batch_tokens_min,batch_tokens_max,batch_tokens_mean,batch_tokens_p50,batch_tokens_p95,batch_service_s_p50,batch_service_s_p95,batch_service_s_p99,vllm_metrics_status,vllm_prompt_tokens_delta,vllm_generation_tokens_delta,vllm_request_success_delta,vllm_e2e_request_latency_mean_s,vllm_request_queue_time_mean_s,vllm_request_inference_time_mean_s,vllm_request_prefill_time_mean_s,vllm_request_decode_time_mean_s,vllm_num_requests_running_after,vllm_num_requests_waiting_after,vllm_kv_cache_usage_perc_after,db_fetch_s,arrow_build_s,source_fetch_s,organizer_from_arrow_s,organizer_plan_s,organizer_collect_s,organization_policy_family,batch_prompt_token_spread_mean,prefix_group_ratio,organizer_warnings,model_service_s,model_request_wall_s,operator_wall_s,submit_s,bounded_wait_s,avg_bounded_wait_s,fanin_s,writeback_s,e2e_s,rows_per_s
ok,interference_small_solo_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,14,11511,12227,job_table,723,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23338,16,16,16.0,1404,6028,2917.25,2169.0,6028.0,1.344424,1.436137,1.436137,ok,15179,8159,128,1.358328,6.5e-05,1.320934,0.049383,1.271552,0,0,0.0,0.521024,0.0,0.521024,0.000669,0.000103,0.007644,none,606.875,0.0625,,10.997689,1.580285,4.002191,0.007919,0.0,0.0,0.001817,8e-06,4.778632,26.786
ok,interference_small_solo_r2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,14,11518,12227,job_table,724,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23324,16,16,16.0,1403,6028,2915.5,2169.0,6028.0,1.377317,1.424549,1.424549,ok,15179,8145,128,1.376125,4.2e-05,1.341237,0.050413,1.290824,0,0,0.0,0.518403,0.0,0.518403,0.000664,5.4e-05,0.008867,none,606.875,0.0625,,11.138187,1.507932,4.514868,0.010433,0.0,0.0,0.001627,9e-06,5.265505,24.309
ok,interference_small_solo_r3,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,10,11510,12227,job_table,725,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23280,16,16,16.0,1381,6028,2910.0,2169.0,6028.0,1.453278,1.491388,1.491388,ok,15179,8101,128,1.434522,9e-05,1.40344,0.058008,1.345433,0,0,0.0,0.565351,0.0,0.565351,0.000874,5.4e-05,0.009357,none,606.875,0.0625,,11.704117,1.695829,4.28112,0.009305,0.0,0.0,0.002079,1.1e-05,5.100076,25.098
ok,interference_small_during_bulk_k8_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,14,11503,12227,job_table,727,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23233,16,16,16.0,1375,5992,2904.125,2169.0,5992.0,2.389987,2.412244,2.412244,ok,54993,19099,256,2.252607,5.5e-05,2.217867,0.072648,2.145219,128,0,0.14162,0.732593,0.0,0.732593,0.00111,0.000766,0.014414,none,606.875,0.0625,,19.11193,2.809978,7.412823,0.013795,0.0,0.0,0.001869,1.2e-05,8.408604,15.223
ok,interference_small_during_bulk_k8_r2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,14,11501,12227,job_table,729,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23267,16,16,16.0,1396,5992,2908.375,2169.0,5992.0,2.432905,2.487394,2.487394,ok,68197,26430,384,2.228172,4.7e-05,2.193588,0.073993,2.119595,128,0,0.081141,0.676144,0.0,0.676144,0.000896,0.000109,0.010014,none,606.875,0.0625,,19.565762,2.569488,6.205071,0.012372,0.0,0.0,0.001554,1.2e-05,7.132435,17.946
ok,interference_small_during_bulk_k8_r3,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,6,11543,12227,job_table,731,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23317,16,16,16.0,1400,6028,2914.625,2163.0,6028.0,2.226947,2.262849,2.262849,ok,68197,26687,384,1.973422,4.9e-05,1.937291,0.065869,1.871423,128,0,0.082015,0.670623,0.0,0.670623,0.000693,8.4e-05,0.010575,none,606.875,0.0625,,17.846448,2.497027,5.373277,0.013011,0.0,0.0,0.001748,1.3e-05,6.327109,20.23
ok,interference_small_during_bulk_k16_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,16,11521,12227,job_table,733,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23359,16,16,16.0,1414,6028,2919.875,2169.0,6028.0,3.727452,4.485241,4.485241,ok,74695,33553,389,2.972901,0.379623,2.54978,0.0828,2.46698,241,10,0.147818,1.141857,0.0,1.141857,0.001208,0.000103,0.029283,none,606.875,0.0625,,31.431424,4.738808,11.189376,0.02357,0.0,0.0,0.00218,1e-05,12.773147,10.021
ok,interference_small_during_bulk_k16_r2,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,9,11547,12227,job_table,735,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23371,16,16,16.0,1414,6028,2921.375,2169.0,6028.0,3.227403,3.495808,3.495808,ok,78741,34293,431,2.716055,0.209995,2.468043,0.084184,2.383859,216,25,0.133275,0.825919,0.0,0.825919,0.001006,9.4e-05,0.019995,none,606.875,0.0625,,26.499586,3.711951,7.895285,0.022725,0.0,0.0,0.001506,1.1e-05,9.068428,14.115
ok,interference_small_during_bulk_k16_r3,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,10,11523,12227,job_table,737,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23371,16,16,16.0,1414,6028,2921.375,2169.0,6028.0,3.633279,4.008161,4.008161,ok,74695,33468,406,2.866084,0.348042,2.47421,0.084163,2.390047,250,0,0.173726,0.795289,0.0,0.795289,0.000954,9.6e-05,0.015105,none,606.875,0.0625,,29.92039,4.179985,9.440553,0.016004,0.0,0.0,0.001739,1.4e-05,10.858865,11.788
ok,interference_small_during_bulk_unbounded_r1,formal,1,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,snapshot,NVIDIA GeForce RTX 5070,9,11521,12227,job_table,739,ai_complete,synthetic,ray_task,coalesced,daft_postgres,sharegpt_burstgpt,arrival_time,daft,none,0,native,true,compatible_http,http://localhost:8000/v1/completions,qwen2.5-1.5b,300.0,128,0,128,16,fixed_rows,0,128,128,64,2,8,static,0,0,0,0,8.0,none,0,8,8,8,23278,16,16,16.0,1393,6028,2909.75,2169.0,6028.0,3.373299,3.778914,3.778914,ok,83503,34718,417,2.720232,0.211813,2.472864,0.085933,2.38693,241,14,0.173488,0.826076,0.0,0.826076,0.001066,8.9e-05,0.017076,none,606.875,0.0625,,26.478328,4.05718,8.640952,0.020351,0.0,0.0,0.001584,1e-05,9.925311,12.896
