doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786016315.6180365,1786016315.6225817,1786016315.7108734
60000001,239,0,Carolina Panthers,completed,,stop,1786016315.619536,1786016315.623461,1786016315.730065
60000002,235,0,"Santa Clara, California",completed,,stop,1786016315.6212099,1786016315.6246593,1786016315.7643456
60000003,234,0,Denver Broncos,completed,,stop,1786016315.6242535,1786016315.6275718,1786016315.726647
60000004,244,0,gold,completed,,stop,1786016315.625749,1786016315.6290076,1786016315.7091362
60000005,235,0,golden anniversary,completed,,stop,1786016315.627155,1786016315.6302578,1786016315.7283926
60000006,234,0,February 7,completed,,stop,1786016315.6285517,1786016315.6311235,1786016315.7492166
60000007,232,0,American Football Conference,completed,,stop,1786016315.6299167,1786016315.6334226,1786016315.752946
60000008,235,0,golden anniversary,completed,,stop,1786016315.6312964,1786016315.6337795,1786016315.7197022
60000009,232,0,American Football Conference,completed,,stop,1786016315.6326985,1786016315.6356213,1786016315.7509177
60000010,235,0,February 7,completed,,stop,1786016315.634072,1786016315.6362908,1786016315.7415586
60000011,231,0,Denver Broncos,completed,,stop,1786016315.6354563,1786016315.6372888,1786016315.7248657
60000012,237,0,Levi's Stadium,completed,,stop,1786016315.6368198,1786016315.6388798,1786016315.782149
60000013,236,0,Santa Clara,completed,,stop,1786016315.6382265,1786016315.6405976,1786016315.7474015
60000014,244,0,Super Bowl L,completed,,stop,1786016315.6396155,1786016315.6418042,1786016315.775252
60000015,240,0,2015,completed,,stop,1786016315.6409686,1786016315.6431427,1786016315.8291383
60000016,245,0,2015,completed,,stop,1786016315.6424065,1786016315.6443672,1786016315.810742
60000017,236,0,Santa Clara,completed,,stop,1786016315.643813,1786016315.6461542,1786016315.7453694
60000018,237,0,Levi's Stadium,completed,,stop,1786016315.6451976,1786016315.6471872,1786016315.799553
60000019,237,0,24-10,completed,,stop,1786016315.6465492,1786016315.648077,1786016315.8081374
60000020,240,0,"February 7, 2016",completed,,stop,1786016315.6479576,1786016315.649483,1786016315.8776567
60000021,233,0,2016,completed,,stop,1786016315.6493118,1786016315.650939,1786016315.7942808
60000022,234,0,Denver Broncos,completed,,stop,1786016315.6506577,1786016315.6524146,1786016315.7435684
60000023,234,0,Carolina Panthers,completed,,stop,1786016315.6521294,1786016315.6541462,1786016315.7769985
60000024,231,0,Denver Broncos,completed,,stop,1786016315.653815,1786016315.6551554,1786016315.8145378
