doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000000,0,completed,,1785995101.3249938,1785995101.3250043,1785995101.5405717,239,3,Denver Broncos,stop
60000002,0,completed,,1785995101.3300571,1785995101.3300643,1785995101.5613072,236,5,"Santa Clara, California",stop
60000003,0,completed,,1785995101.3304422,1785995101.3304458,1785995101.5395935,236,3,Denver Broncos,stop
60000006,0,completed,,1785995101.3307087,1785995101.330712,1785995101.5601947,234,4,February 7,stop
60000008,0,completed,,1785995101.3309412,1785995101.3309443,1785995101.5427017,237,3,golden anniversary,stop
60000018,0,completed,,1785995101.3311768,1785995101.3311799,1785995101.5810285,238,5,Levi's Stadium,stop
60000020,0,completed,,1785995101.3314247,1785995101.3314276,1785995101.7223566,242,10,"February 7, 2016",stop
60000023,0,completed,,1785995101.3316371,1785995101.33164,1785995101.615239,233,4,Carolina Panthers,stop
60000027,0,completed,,1785995101.3318543,1785995101.3318572,1785995101.6426811,235,5,Levi's Stadium,stop
60000030,0,completed,,1785995101.332129,1785995101.3321316,1785995101.581714,205,3,Cam Newton,stop
60000031,0,completed,,1785995101.3323348,1785995101.3323374,1785995101.5607343,207,2,4,stop
60000033,0,completed,,1785995101.3325384,1785995101.3325412,1785995101.541567,201,3,Arizona Cardinals,stop
60000036,0,completed,,1785995101.3327568,1785995101.3327613,1785995101.5591493,204,4,New England Patriots,stop
60000038,0,completed,,1785995101.3329573,1785995101.33296,1785995101.4936733,206,2,4,stop
60000039,0,completed,,1785995101.333156,1785995101.3331587,1785995101.5398128,202,3,Cam Newton,stop
60000040,0,completed,,1785995101.3333657,1785995101.3333683,1785995101.5862944,216,5,15–1,stop
60000041,0,completed,,1785995101.3335783,1785995101.3335826,1785995101.540861,214,3,Cam Newton,stop
60000044,0,completed,,1785995101.333781,1785995101.3337836,1785995101.5632515,216,4,New England Patriots,stop
60000047,0,completed,,1785995101.333984,1785995101.3339865,1785995101.4922724,206,2,2,stop
60000048,0,completed,,1785995101.334251,1785995101.3342535,1785995101.7851987,203,16,The Broncos (Denver) beat the New England Patriots in the AFC championship.,stop
60000049,0,completed,,1785995101.3344464,1785995101.3344488,1785995101.5412009,211,3,Cam Newton,stop
60000050,0,completed,,1785995101.3346455,1785995101.3346498,1785995101.5824206,209,4,New England Patriots,stop
60000054,0,completed,,1785995101.334855,1785995101.3348577,1785995101.6205022,202,5,1995,stop
60000056,0,completed,,1785995101.3350508,1785995101.3350532,1785995101.5400434,142,2,2,stop
60000058,0,completed,,1785995101.335258,1785995101.3352604,1785995101.5803452,136,4,Von Miller,stop
60000059,0,completed,,1785995101.3354707,1785995101.335473,1785995101.5403044,142,2,5,stop
60000060,0,completed,,1785995101.335686,1785995101.3356886,1785995101.5419252,135,2,Newton,stop
60000067,0,completed,,1785995101.3359003,1785995101.335905,1785995101.5522997,145,2,5,stop
60000070,0,completed,,1785995101.336113,1785995101.3361156,1785995101.5341458,138,2,5,stop
60000071,0,completed,,1785995101.336378,1785995101.3363807,1785995101.5423052,141,2,seven,stop
60000075,0,completed,,1785995101.3365858,1785995101.3365903,1785995101.5854666,134,4,linebacker,stop
60000078,0,completed,,1785995101.3367898,1785995101.3367922,1785995101.5880065,138,4,Von Miller,stop
60000079,0,completed,,1785995101.3369968,1785995101.3369994,1785995101.5527978,141,2,5,stop
60000080,0,completed,,1785995101.337203,1785995101.3372054,1785995101.5518098,160,2,CBS,stop
60000083,0,completed,,1785995101.3374083,1785995101.337411,1785995101.674355,161,7,Beyoncé and Bruno Mars,stop
60000085,0,completed,,1785995101.3376153,1785995101.3376176,1785995101.543125,160,2,CBS,stop
60000089,0,completed,,1785995101.337819,1785995101.3378217,1785995101.55967,157,3,Coldplay,stop
60000093,0,completed,,1785995101.3380308,1785995101.3380334,1785995101.5831368,166,4,third-most watched,stop
60000095,0,completed,,1785995101.3382905,1785995101.338293,1785995101.5838988,158,4,$5 million,stop
60000096,0,completed,,1785995101.338499,1785995101.3385034,1785995101.5639188,158,3,Coldplay,stop
60000097,0,completed,,1785995101.338706,1785995101.3387082,1785995101.6890795,159,7,Beyoncé and Bruno Mars,stop
60000098,0,completed,,1785995101.3389199,1785995101.3389227,1785995101.5625727,153,2,CBS,stop
60000099,0,completed,,1785995101.339134,1785995101.3391366,1785995101.5871296,158,3,Coldplay,stop
