doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786036591.1203613,1786036591.1252398,1786036591.2192702
60000001,239,0,Carolina Panthers,completed,,stop,1786036591.1215084,1786036591.1257463,1786036591.2602975
60000002,235,0,"Santa Clara, California",completed,,stop,1786036591.122608,1786036591.1257708,1786036591.2922819
60000003,234,0,Denver Broncos,completed,,stop,1786036591.123605,1786036591.1277573,1786036591.2513435
60000004,244,0,gold,completed,,stop,1786036591.1246355,1786036591.1279461,1786036591.2165635
60000005,235,0,golden anniversary,completed,,stop,1786036591.1255262,1786036591.128483,1786036591.2627258
60000006,234,0,February 7,completed,,stop,1786036591.126406,1786036591.1291711,1786036591.290032
60000007,232,0,American Football Conference,completed,,stop,1786036591.127314,1786036591.1302123,1786036591.2986963
60000008,235,0,golden anniversary,completed,,stop,1786036591.1283393,1786036591.1325054,1786036591.2494168
60000009,232,0,American Football Conference,completed,,stop,1786036591.1292958,1786036591.1340075,1786036591.2833505
60000010,235,0,February 7,completed,,stop,1786036591.1303973,1786036591.133651,1786036591.2853658
60000011,231,0,Denver Broncos,completed,,stop,1786036591.131602,1786036591.136008,1786036591.2589064
60000012,237,0,Levi's Stadium,completed,,stop,1786036591.1327593,1786036591.1355028,1786036591.2999794
60000013,236,0,Santa Clara,completed,,stop,1786036591.1339328,1786036591.1360962,1786036591.2640412
60000014,244,0,Super Bowl L,completed,,stop,1786036591.1351225,1786036591.1367996,1786036591.2972825
60000015,240,0,2015,completed,,stop,1786036591.1363258,1786036591.1401284,1786036591.3245509
60000016,245,0,2015,completed,,stop,1786036591.137507,1786036591.1387393,1786036591.3257294
60000017,236,0,Santa Clara,completed,,stop,1786036591.138661,1786036591.1399288,1786036591.2877102
60000018,237,0,Levi's Stadium,completed,,stop,1786036591.1398296,1786036591.1412604,1786036591.3233545
60000019,237,0,24-10,completed,,stop,1786036591.1410325,1786036591.1424563,1786036591.33601
60000020,240,0,"February 7, 2016",completed,,stop,1786036591.1421833,1786036591.1436265,1786036591.4202065
60000021,233,0,2016,completed,,stop,1786036591.1431162,1786036591.14477,1786036591.3198802
60000022,234,0,Denver Broncos,completed,,stop,1786036591.144044,1786036591.1455712,1786036591.2865524
60000023,234,0,Carolina Panthers,completed,,stop,1786036591.1449265,1786036591.146587,1786036591.3012788
60000024,231,0,Denver Broncos,completed,,stop,1786036591.145822,1786036591.1473713,1786036591.28889
60000025,240,0,2015,completed,,stop,1786036591.1469426,1786036591.1486473,1786036591.3280108
60000026,233,0,Denver Broncos,completed,,stop,1786036591.1481404,1786036591.149703,1786036591.293416
60000027,233,0,Levi's Stadium,completed,,stop,1786036591.1491156,1786036591.150951,1786036591.326869
60000028,236,0,Super Bowl,completed,,stop,1786036591.1500459,1786036591.1517289,1786036591.291156
60000029,236,0,Denver Broncos,completed,,stop,1786036591.150928,1786036591.1526072,1786036591.280828
60000030,207,0,Cam Newton,completed,,stop,1786036591.1518114,1786036591.153656,1786036591.2945497
60000031,208,0,4,completed,,stop,1786036591.1526763,1786036591.154399,1786036591.2615442
60000032,205,0,1995,completed,,stop,1786036591.218883,1786036591.2207425,1786036591.3645902
60000033,200,0,Arizona Cardinals,completed,,stop,1786036591.220263,1786036591.2222645,1786036591.322135
60000034,206,0,New England Patriots,completed,,stop,1786036591.2508261,1786036591.2525406,1786036591.3779895
60000035,205,0,Arizona Cardinals,completed,,stop,1786036591.2523103,1786036591.254072,1786036591.360686
60000036,203,0,New England Patriots,completed,,stop,1786036591.2599728,1786036591.2615376,1786036591.3743036
