doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786016258.3088992,1786016258.3139086,1786016258.3882725
60000001,239,0,Carolina Panthers,completed,,stop,1786016258.3103385,1786016258.3142807,1786016258.4050555
60000002,235,0,"Santa Clara, California",completed,,stop,1786016258.311707,1786016258.314829,1786016258.4355865
60000003,234,0,Denver Broncos,completed,,stop,1786016258.312947,1786016258.3159835,1786016258.4068205
60000004,244,0,gold,completed,,stop,1786016258.314279,1786016258.3169303,1786016258.3921053
60000005,235,0,golden anniversary,completed,,stop,1786016258.315539,1786016258.3184855,1786016258.408276
60000006,234,0,February 7,completed,,stop,1786016258.316791,1786016258.3192308,1786016258.4230614
60000007,232,0,American Football Conference,completed,,stop,1786016258.3179939,1786016258.3209896,1786016258.4214754
60000008,235,0,golden anniversary,completed,,stop,1786016258.3192267,1786016258.321022,1786016258.4031713
60000009,232,0,American Football Conference,completed,,stop,1786016258.3204083,1786016258.3227093,1786016258.4341264
60000010,235,0,February 7,completed,,stop,1786016258.3216476,1786016258.3236754,1786016258.4194875
60000011,231,0,Denver Broncos,completed,,stop,1786016258.3228323,1786016258.3266861,1786016258.4259393
60000012,237,0,Levi's Stadium,completed,,stop,1786016258.3240557,1786016258.3259964,1786016258.4369843
60000013,236,0,Santa Clara,completed,,stop,1786016258.32527,1786016258.3289466,1786016258.4245079
60000014,244,0,Super Bowl L,completed,,stop,1786016258.3264875,1786016258.3293765,1786016258.438379
60000015,240,0,2015,completed,,stop,1786016258.3277004,1786016258.33001,1786016258.4540439
60000016,245,0,2015,completed,,stop,1786016258.3914201,1786016258.3933048,1786016258.5296588
60000017,236,0,Santa Clara,completed,,stop,1786016258.3934574,1786016258.3961248,1786016258.4896955
60000018,237,0,Levi's Stadium,completed,,stop,1786016258.4047735,1786016258.4069445,1786016258.5224195
60000019,237,0,24-10,completed,,stop,1786016258.4065387,1786016258.4083958,1786016258.5363119
60000020,240,0,"February 7, 2016",completed,,stop,1786016258.4080565,1786016258.409564,1786016258.6125035
60000021,233,0,2016,completed,,stop,1786016258.4095097,1786016258.4109387,1786016258.5325062
60000022,234,0,Denver Broncos,completed,,stop,1786016258.4211767,1786016258.422868,1786016258.5039382
60000023,234,0,Carolina Panthers,completed,,stop,1786016258.4228346,1786016258.424345,1786016258.5311
60000024,231,0,Denver Broncos,completed,,stop,1786016258.4242666,1786016258.426442,1786016258.533907
60000025,240,0,2015,completed,,stop,1786016258.4256775,1786016258.4282122,1786016258.5548432
60000026,233,0,Denver Broncos,completed,,stop,1786016258.4271064,1786016258.428683,1786016258.5254207
60000027,233,0,Levi's Stadium,completed,,stop,1786016258.4353478,1786016258.438088,1786016258.5574374
60000028,236,0,Super Bowl,completed,,stop,1786016258.4367733,1786016258.4388137,1786016258.5238583
60000029,236,0,Denver Broncos,completed,,stop,1786016258.438163,1786016258.4396017,1786016258.5201342
60000030,207,0,Cam Newton,completed,,stop,1786016258.4395957,1786016258.441271,1786016258.528245
60000031,208,0,8,completed,,stop,1786016258.4560072,1786016258.45781,1786016258.526844
60000032,205,0,1995,completed,,stop,1786016258.492658,1786016258.495313,1786016258.6256423
60000033,200,0,Arizona Cardinals,completed,,stop,1786016258.5057523,1786016258.5085406,1786016258.5904117
60000034,206,0,New England Patriots,completed,,stop,1786016258.5221102,1786016258.5240166,1786016258.6214235
60000035,205,0,Arizona Cardinals,completed,,stop,1786016258.5236394,1786016258.5259507,1786016258.6087816
60000036,203,0,New England Patriots,completed,,stop,1786016258.5251968,1786016258.526779,1786016258.6270547
60000037,202,0,New England Patriots,completed,,stop,1786016258.5266218,1786016258.528581,1786016258.6377919
60000038,205,0,4,completed,,stop,1786016258.5280094,1786016258.5298734,1786016258.6110852
60000039,199,0,Cam Newton,completed,,stop,1786016258.5294383,1786016258.5310535,1786016258.6242871
60000040,214,0,15–1,completed,,stop,1786016258.5308897,1786016258.5328784,1786016258.6570222
60000041,210,0,Cam Newton,completed,,stop,1786016258.5322819,1786016258.5342028,1786016258.622903
60000042,212,0,12–4,completed,,stop,1786016258.5337005,1786016258.5356183,1786016258.652984
60000043,206,0,4,completed,,stop,1786016258.5350657,1786016258.5371938,1786016258.6062155
60000044,213,0,New England Patriots,completed,,stop,1786016258.5374622,1786016258.5397913,1786016258.639492
60000045,201,0,Cam Newton,completed,,stop,1786016258.5571945,1786016258.5601125,1786016258.6600127
60000046,204,0,Arizona Cardinals,completed,,stop,1786016258.558565,1786016258.562039,1786016258.654942
60000047,205,0,2,completed,,stop,1786016258.5927227,1786016258.5954378,1786016258.6586585
60000048,202,0,The Broncos (Denver) beat the New England Patriots in the AFC championship.,completed,,stop,1786016258.608361,1786016258.6106446,1786016258.9173086
60000049,206,0,Cam Newton,completed,,stop,1786016258.6108258,1786016258.6128411,1786016258.6892097
60000050,205,0,New England Patriots,completed,,stop,1786016258.6122801,1786016258.614666,1786016258.7292793
60000051,209,0,Arizona Cardinals,completed,,stop,1786016258.613656,1786016258.6166887,1786016258.7099347
60000052,198,0,Cam Newton,completed,,stop,1786016258.6226609,1786016258.6252713,1786016258.7075675
60000053,204,0,Arizona Cardinals,completed,,stop,1786016258.624074,1786016258.6264114,1786016258.7115583
60000054,202,0,1995,completed,,stop,1786016258.6254206,1786016258.6270895,1786016258.7421482
60000055,126,0,Von Miller,completed,,stop,1786016258.6268058,1786016258.6285467,1786016258.7227156
60000056,133,0,2,completed,,stop,1786016258.6282027,1786016258.630331,1786016258.6906703
60000057,134,0,Broncos,completed,,stop,1786016258.639175,1786016258.641421,1786016258.726396
60000058,131,0,Von Miller,completed,,stop,1786016258.6410437,1786016258.6434557,1786016258.7407246
60000059,134,0,5,completed,,stop,1786016258.6545997,1786016258.657196,1786016258.730677
60000060,128,0,Newton,completed,,stop,1786016258.6567051,1786016258.6583943,1786016258.7278364
60000061,128,0,seven,completed,,stop,1786016258.6584418,1786016258.6612852,1786016258.7246764
60000062,126,0,Von Miller,completed,,stop,1786016258.659797,1786016258.6613479,1786016258.7605903
60000063,129,0,three,completed,,stop,1786016258.6611671,1786016258.6629438,1786016258.7320662
60000064,128,0,2,completed,,stop,1786016258.690411,1786016258.6923401,1786016258.75801
60000065,134,0,Von Miller,completed,,stop,1786016258.691853,1786016258.693346,1786016258.7938292
60000066,133,0,linebacker,completed,,stop,1786016258.7095385,1786016258.7113519,1786016258.8106112
60000067,137,0,5,completed,,stop,1786016258.7112975,1786016258.7138026,1786016258.771872
60000068,137,0,two,completed,,stop,1786016258.7127025,1786016258.714566,1786016258.773465
60000069,128,0,Von Miller,completed,,stop,1786016258.7243326,1786016258.7265944,1786016258.824985
60000070,132,0,5,completed,,stop,1786016258.7261543,1786016258.7278783,1786016258.7960262
60000071,132,0,seven,completed,,stop,1786016258.7275705,1786016258.729731,1786016258.7913704
60000072,135,0,3,completed,,stop,1786016258.7290082,1786016258.7305465,1786016258.806284
60000073,133,0,fumble,completed,,stop,1786016258.7304504,1786016258.7322958,1786016258.823565
60000074,131,0,Von Miller,completed,,stop,1786016258.7318578,1786016258.734474,1786016258.8414407
60000075,128,0,linebacker,completed,,stop,1786016258.7346468,1786016258.7363548,1786016258.8449748
60000076,132,0,seven,completed,,stop,1786016258.7419078,1786016258.7441077,1786016258.8052177
60000077,134,0,3,completed,,stop,1786016258.7433102,1786016258.7453945,1786016258.8095875
60000078,133,0,Von Miller,completed,,stop,1786016258.7601624,1786016258.763139,1786016258.8626966
60000079,135,0,5,completed,,stop,1786016258.7620316,1786016258.7637963,1786016258.8263288
60000080,144,0,CBS,completed,,stop,1786016258.773202,1786016258.774951,1786016258.8432252
60000081,149,0,$5 million,completed,,stop,1786016258.7746453,1786016258.7766876,1786016258.8803937
60000082,144,0,Coldplay,completed,,stop,1786016258.7932248,1786016258.7952373,1786016258.882126
60000083,150,0,Beyoncé and Bruno Mars,completed,,stop,1786016258.7957008,1786016258.7981431,1786016258.9475067
60000084,145,0,Super Bowl XLVIII,completed,,stop,1786016258.7968137,1786016258.798484,1786016258.9282224
60000085,146,0,CBS,completed,,stop,1786016258.8060155,1786016258.8077588,1786016258.8784432
60000086,144,0,$5 million,completed,,stop,1786016258.8079765,1786016258.8103814,1786016258.91837
60000087,146,0,Bruno Mars,completed,,stop,1786016258.8104005,1786016258.8120124,1786016258.9194179
60000088,146,0,Bruno Mars,completed,,stop,1786016258.811496,1786016258.8136184,1786016258.9161232
60000089,145,0,Coldplay,completed,,stop,1786016258.8246508,1786016258.8275602,1786016258.9136698
60000090,144,0,CBS,completed,,stop,1786016258.8260498,1786016258.8284636,1786016258.8949785
60000091,150,0,$5 million,completed,,stop,1786016258.8271656,1786016258.82972,1786016258.929472
60000092,150,0,Bruno Mars,completed,,stop,1786016258.8428068,1786016258.8450415,1786016258.9538443
60000093,155,0,third-most watched,completed,,stop,1786016258.8445742,1786016258.8467898,1786016258.9455075
60000094,139,0,CBS,completed,,stop,1786016258.8459918,1786016258.847632,1786016258.9113739
60000095,143,0,$5 million,completed,,stop,1786016258.8642511,1786016258.8662171,1786016258.9623945
60000096,143,0,Coldplay,completed,,stop,1786016258.8799455,1786016258.8820987,1786016258.961262
60000097,147,0,Beyoncé and Bruno Mars,completed,,stop,1786016258.8817544,1786016258.8834028,1786016259.0308957
60000098,139,0,CBS,completed,,stop,1786016258.8829622,1786016258.8847759,1786016258.9500778
60000099,143,0,Coldplay,completed,,stop,1786016258.8960238,1786016258.8991115,1786016258.9821413
60000100,145,0,Beyoncé and Bruno Mars,completed,,stop,1786016258.9130306,1786016258.9148529,1786016259.0624173
60000101,144,0,Super Bowl XLVIII,completed,,stop,1786016258.9155722,1786016258.9175267,1786016259.0471716
60000102,140,0,$5 million,completed,,stop,1786016258.9170568,1786016258.9186552,1786016259.021328
60000103,143,0,Coldplay,completed,,stop,1786016258.9181366,1786016258.920052,1786016259.0183644
60000104,149,0,Beyoncé and Bruno Mars,completed,,stop,1786016258.9191878,1786016258.9218693,1786016259.0778167
60000105,145,0,Bruno Mars,completed,,stop,1786016258.9202194,1786016258.9219167,1786016259.0335605
60000106,88,0,Roger Goodell,completed,,stop,1786016258.9291978,1786016258.9315975,1786016259.0347302
60000107,89,0,50th Super Bowl,completed,,stop,1786016258.930414,1786016258.9323554,1786016259.0687318
60000108,99,0,2012,completed,,stop,1786016258.9470706,1786016258.9499614,1786016259.0676744
60000109,91,0,Roger Goodell,completed,,stop,1786016258.949485,1786016258.9538069,1786016259.0493724
60000110,91,0,In early 2012,completed,,stop,1786016258.9532766,1786016258.955319,1786016259.1330183
60000111,88,0,Roger Goodell,completed,,stop,1786016258.9547586,1786016258.9563825,1786016259.0642087
60000112,86,0,Roger Goodell,completed,,stop,1786016258.962146,1786016258.963954,1786016259.066018
60000113,86,0,Roger Goodell,completed,,stop,1786016258.9632635,1786016258.9649339,1786016259.0697553
60000114,92,0,an important game,completed,,stop,1786016258.9842353,1786016258.9861736,1786016259.083875
60000115,100,0,spectacular,completed,,stop,1786016259.0207233,1786016259.0226707,1786016259.1013913
60000116,96,0,2012,completed,,stop,1786016259.0225787,1786016259.0245206,1786016259.1371062
60000117,91,0,Mercedes-Benz Superdome,completed,,stop,1786016259.0319047,1786016259.034465,1786016259.2562628
60000118,91,0,Miami's Sun Life Stadium,completed,,stop,1786016259.0344622,1786016259.0363255,1786016259.2490678
60000119,91,0,Levi's Stadium,completed,,stop,1786016259.0355976,1786016259.0376263,1786016259.1542864
60000120,91,0,Sun Life Stadium,completed,,stop,1786016259.0485272,1786016259.0510318,1786016259.1467202
60000121,87,0,Levi's Stadium,completed,,stop,1786016259.050523,1786016259.0532236,1786016259.1656487
60000122,98,0,Levi's Stadium,completed,,stop,1786016259.063766,1786016259.0664496,1786016259.251696
60000123,96,0,Mercedes-Benz Superdome,completed,,stop,1786016259.065643,1786016259.0687673,1786016259.2528627
60000124,92,0,Sun Life Stadium,completed,,stop,1786016259.067432,1786016259.069343,1786016259.2597642
60000125,89,0,"Mercedes-Benz Superdome, Sun Life Stadium, Levi's Stadium",completed,,stop,1786016259.068515,1786016259.0718188,1786016259.3676586
60000126,91,0,3,completed,,stop,1786016259.0695574,1786016259.07142,1786016259.135917
60000127,89,0,New Orleans,completed,,stop,1786016259.0705683,1786016259.0723577,1786016259.1530983
60000128,89,0,Sun Life Stadium,completed,,stop,1786016259.078755,1786016259.0813923,1786016259.2618635
60000129,85,0,San Francisco Bay Area,completed,,stop,1786016259.0847752,1786016259.0865498,1786016259.2540474
60000130,89,0,Levi's Stadium,completed,,stop,1786016259.102384,1786016259.1038172,1786016259.250437
60000131,88,0,Sun Life Stadium,completed,,stop,1786016259.1341634,1786016259.1368563,1786016259.2583098
60000132,89,0,Mercedes-Benz Superdome,completed,,stop,1786016259.136857,1786016259.1386695,1786016259.2818599
60000133,90,0,Levi's Stadium,completed,,stop,1786016259.1379662,1786016259.1400077,1786016259.257274
60000134,208,0,"October 16, 2012",completed,,stop,1786016259.1477182,1786016259.1498756,1786016259.359121
