doc_id,prompt_tokens,output_tokens,output_text,status,error_type,finish_reason,submit_epoch_s,service_start_epoch_s,completion_epoch_s
60000000,239,0,Denver Broncos,completed,,stop,1786016018.2482264,1786016018.25321,1786016018.323998
60000001,239,0,Carolina Panthers,completed,,stop,1786016018.2498565,1786016018.2538733,1786016018.3400311
60000002,235,0,"Santa Clara, California",completed,,stop,1786016018.3269367,1786016018.33167,1786016018.434508
60000003,234,0,Denver Broncos,completed,,stop,1786016018.342073,1786016018.3464406,1786016018.415229
60000004,244,0,gold,completed,,stop,1786016018.418265,1786016018.4231546,1786016018.4758813
60000005,235,0,golden anniversary,completed,,stop,1786016018.436,1786016018.4386091,1786016018.5064268
60000006,234,0,February 7,completed,,stop,1786016018.4783485,1786016018.4829094,1786016018.569306
60000007,232,0,American Football Conference,completed,,stop,1786016018.5089664,1786016018.5131376,1786016018.5959392
60000008,235,0,golden anniversary,completed,,stop,1786016018.571262,1786016018.5752783,1786016018.6485033
60000009,232,0,American Football Conference,completed,,stop,1786016018.5981045,1786016018.6017563,1786016018.6875875
60000010,235,0,February 7,completed,,stop,1786016018.651359,1786016018.6551092,1786016018.7398922
60000011,231,0,Denver Broncos,completed,,stop,1786016018.6897147,1786016018.6923008,1786016018.7592707
60000012,237,0,Levi's Stadium,completed,,stop,1786016018.7420747,1786016018.7463992,1786016018.8479455
60000013,236,0,Santa Clara,completed,,stop,1786016018.7613347,1786016018.7649984,1786016018.8353353
60000014,244,0,Super Bowl L,completed,,stop,1786016018.8373332,1786016018.8410115,1786016018.9290705
60000015,240,0,2015,completed,,stop,1786016018.8494074,1786016018.8537915,1786016018.9558048
60000016,245,0,2015,completed,,stop,1786016018.9302564,1786016018.9319696,1786016019.0274124
60000017,236,0,Santa Clara,completed,,stop,1786016018.9577773,1786016018.9609494,1786016019.0255277
60000018,237,0,Levi's Stadium,completed,,stop,1786016019.026764,1786016019.0289807,1786016019.1238492
60000019,237,0,24-10,completed,,stop,1786016019.028591,1786016019.030498,1786016019.1419098
60000020,240,0,"February 7, 2016",completed,,stop,1786016019.1262243,1786016019.1297615,1786016019.3051517
60000021,233,0,2016,completed,,stop,1786016019.1434011,1786016019.146136,1786016019.2422557
60000022,234,0,Denver Broncos,completed,,stop,1786016019.2445977,1786016019.247866,1786016019.3098886
60000023,234,0,Carolina Panthers,completed,,stop,1786016019.3074718,1786016019.3106954,1786016019.392906
60000024,231,0,Denver Broncos,completed,,stop,1786016019.311373,1786016019.3133788,1786016019.378181
60000025,240,0,2015,completed,,stop,1786016019.3806849,1786016019.3834574,1786016019.4783864
60000026,233,0,Denver Broncos,completed,,stop,1786016019.3950098,1786016019.3975635,1786016019.4607248
60000027,233,0,Levi's Stadium,completed,,stop,1786016019.462601,1786016019.4655886,1786016019.562393
60000028,236,0,Super Bowl,completed,,stop,1786016019.4800837,1786016019.4824898,1786016019.5532403
60000029,236,0,Denver Broncos,completed,,stop,1786016019.554984,1786016019.5584183,1786016019.6240163
60000030,207,0,Cam Newton,completed,,stop,1786016019.5639503,1786016019.5671103,1786016019.632933
60000031,208,0,4,completed,,stop,1786016019.6257975,1786016019.62889,1786016019.677112
60000032,205,0,1995,completed,,stop,1786016019.6344283,1786016019.6372879,1786016019.7317283
60000033,200,0,Arizona Cardinals,completed,,stop,1786016019.6785078,1786016019.681033,1786016019.7412624
60000034,206,0,New England Patriots,completed,,stop,1786016019.7329698,1786016019.7358112,1786016019.8133562
60000035,205,0,Arizona Cardinals,completed,,stop,1786016019.742236,1786016019.7448797,1786016019.810343
60000036,203,0,New England Patriots,completed,,stop,1786016019.8114743,1786016019.8144808,1786016019.892552
60000037,202,0,New England Patriots,completed,,stop,1786016019.814299,1786016019.8169112,1786016019.8956723
60000038,205,0,4,completed,,stop,1786016019.8938591,1786016019.8963253,1786016019.9443672
60000039,199,0,Cam Newton,completed,,stop,1786016019.8966715,1786016019.899915,1786016019.965972
60000040,214,0,15–1,completed,,stop,1786016019.9455519,1786016019.9482212,1786016020.042697
60000041,210,0,Cam Newton,completed,,stop,1786016019.9671235,1786016019.9699771,1786016020.0344753
60000042,212,0,12–4,completed,,stop,1786016020.0358992,1786016020.0383615,1786016020.1337216
60000043,206,0,4,completed,,stop,1786016020.0437844,1786016020.0462217,1786016020.0938876
60000044,213,0,New England Patriots,completed,,stop,1786016020.0950232,1786016020.0978408,1786016020.17662
60000045,201,0,Cam Newton,completed,,stop,1786016020.134949,1786016020.1377876,1786016020.2017772
60000046,204,0,Arizona Cardinals,completed,,stop,1786016020.1777358,1786016020.1803477,1786016020.2464702
60000047,205,0,2,completed,,stop,1786016020.2027977,1786016020.2058008,1786016020.254595
60000048,202,0,The Broncos (Denver) beat the New England Patriots in the AFC championship.,completed,,stop,1786016020.2474897,1786016020.2502553,1786016020.517994
60000049,206,0,Cam Newton,completed,,stop,1786016020.2556424,1786016020.2583222,1786016020.323736
60000050,205,0,New England Patriots,completed,,stop,1786016020.3249319,1786016020.3275924,1786016020.408496
60000051,209,0,Arizona Cardinals,completed,,stop,1786016020.4095652,1786016020.4127207,1786016020.4768035
60000052,198,0,Cam Newton,completed,,stop,1786016020.4782429,1786016020.481763,1786016020.5451353
60000053,204,0,Arizona Cardinals,completed,,stop,1786016020.5193264,1786016020.522104,1786016020.5879972
60000054,202,0,1995,completed,,stop,1786016020.546418,1786016020.5494614,1786016020.6461844
60000055,126,0,Von Miller,completed,,stop,1786016020.5903506,1786016020.592136,1786016020.671198
60000056,133,0,2,completed,,stop,1786016020.6485133,1786016020.651738,1786016020.6980968
60000057,134,0,Broncos,completed,,stop,1786016020.6736345,1786016020.6764522,1786016020.738501
60000058,131,0,Von Miller,completed,,stop,1786016020.6999657,1786016020.7024333,1786016020.7825928
60000059,134,0,5,completed,,stop,1786016020.7398586,1786016020.741824,1786016020.790944
60000060,128,0,Newton,completed,,stop,1786016020.7850256,1786016020.7877538,1786016020.836187
60000061,128,0,seven,completed,,stop,1786016020.7919538,1786016020.7941608,1786016020.8438244
60000062,126,0,Von Miller,completed,,stop,1786016020.838605,1786016020.8417358,1786016020.9188974
60000063,129,0,three,completed,,stop,1786016020.844873,1786016020.847403,1786016020.898217
60000064,128,0,2,completed,,stop,1786016020.8996296,1786016020.9028344,1786016020.9508462
60000065,134,0,Von Miller,completed,,stop,1786016020.920185,1786016020.923038,1786016021.001675
60000066,133,0,linebacker,completed,,stop,1786016020.9521904,1786016020.95548,1786016021.0363145
60000067,137,0,5,completed,,stop,1786016021.00318,1786016021.0061758,1786016021.0542343
60000068,137,0,two,completed,,stop,1786016021.038639,1786016021.0407553,1786016021.0886679
60000069,128,0,Von Miller,completed,,stop,1786016021.0565214,1786016021.0599473,1786016021.1366098
60000070,132,0,5,completed,,stop,1786016021.0912318,1786016021.0942934,1786016021.1396425
60000071,132,0,seven,completed,,stop,1786016021.1382093,1786016021.140434,1786016021.190698
60000072,135,0,3,completed,,stop,1786016021.1408083,1786016021.1429067,1786016021.1944804
60000073,133,0,fumble,completed,,stop,1786016021.1925387,1786016021.1955767,1786016021.2583723
60000074,131,0,Von Miller,completed,,stop,1786016021.1959894,1786016021.1978407,1786016021.2796938
60000075,128,0,linebacker,completed,,stop,1786016021.2601168,1786016021.263097,1786016021.3405504
60000076,132,0,seven,completed,,stop,1786016021.2808168,1786016021.2833471,1786016021.3315856
60000077,134,0,3,completed,,stop,1786016021.3338797,1786016021.3365715,1786016021.3853288
60000078,133,0,Von Miller,completed,,stop,1786016021.3416686,1786016021.3442736,1786016021.4245882
60000079,135,0,5,completed,,stop,1786016021.3864152,1786016021.3897228,1786016021.4355772
60000080,144,0,CBS,completed,,stop,1786016021.4257252,1786016021.428785,1786016021.4768844
60000081,149,0,$5 million,completed,,stop,1786016021.4365878,1786016021.4396212,1786016021.5208533
60000082,144,0,Coldplay,completed,,stop,1786016021.4782815,1786016021.4807992,1786016021.5426133
60000083,150,0,Beyoncé and Bruno Mars,completed,,stop,1786016021.5222547,1786016021.5251808,1786016021.6508315
60000084,145,0,Super Bowl XLVIII,completed,,stop,1786016021.5442595,1786016021.5471275,1786016021.6600132
60000085,146,0,CBS,completed,,stop,1786016021.6523914,1786016021.6556935,1786016021.7038898
60000086,144,0,$5 million,completed,,stop,1786016021.6614425,1786016021.6648762,1786016021.7434564
60000087,146,0,Bruno Mars,completed,,stop,1786016021.7049174,1786016021.7077196,1786016021.7893841
60000088,146,0,Bruno Mars,completed,,stop,1786016021.7444305,1786016021.747305,1786016021.825681
60000089,145,0,Coldplay,completed,,stop,1786016021.7903774,1786016021.7928412,1786016021.8573909
60000090,144,0,CBS,completed,,stop,1786016021.826892,1786016021.8300745,1786016021.8760064
60000091,150,0,$5 million,completed,,stop,1786016021.8587456,1786016021.86183,1786016021.9422624
60000092,150,0,Bruno Mars,completed,,stop,1786016021.8772266,1786016021.8799355,1786016021.9597743
60000093,155,0,third-most watched,completed,,stop,1786016021.943755,1786016021.9470296,1786016022.0242863
60000094,139,0,CBS,completed,,stop,1786016021.9610825,1786016021.9643161,1786016022.013102
60000095,143,0,$5 million,completed,,stop,1786016022.0144699,1786016022.0177305,1786016022.0967336
60000096,143,0,Coldplay,completed,,stop,1786016022.0254874,1786016022.0275497,1786016022.0925264
60000097,147,0,Beyoncé and Bruno Mars,completed,,stop,1786016022.0938668,1786016022.0972779,1786016022.2241151
60000098,139,0,CBS,completed,,stop,1786016022.097748,1786016022.1002426,1786016022.1514025
60000099,143,0,Coldplay,completed,,stop,1786016022.1525207,1786016022.1556892,1786016022.2185895
60000100,145,0,Beyoncé and Bruno Mars,completed,,stop,1786016022.2197616,1786016022.2236934,1786016022.349923
60000101,144,0,Super Bowl XLVIII,completed,,stop,1786016022.2252347,1786016022.2274234,1786016022.3403904
60000102,140,0,$5 million,completed,,stop,1786016022.3418095,1786016022.3449268,1786016022.425302
60000103,143,0,Coldplay,completed,,stop,1786016022.3510785,1786016022.3535607,1786016022.4176786
60000104,149,0,Beyoncé and Bruno Mars,completed,,stop,1786016022.418912,1786016022.421615,1786016022.5464976
60000105,145,0,Bruno Mars,completed,,stop,1786016022.4263406,1786016022.4290657,1786016022.507425
60000106,88,0,Roger Goodell,completed,,stop,1786016022.5085373,1786016022.5111766,1786016022.5900524
60000107,89,0,50th Super Bowl,completed,,stop,1786016022.547524,1786016022.5503426,1786016022.6613903
60000108,99,0,2012,completed,,stop,1786016022.591039,1786016022.5938444,1786016022.6890519
60000109,91,0,Roger Goodell,completed,,stop,1786016022.6625621,1786016022.6658018,1786016022.7453136
60000110,91,0,In early 2012,completed,,stop,1786016022.6900752,1786016022.6928775,1786016022.835665
