doc_id,endpoint_index,status,error,submitted_at_s,started_at_s,completed_at_s,input_tokens,output_tokens,output_text,finish_reason
60000000,0,completed,,1785991311.8492296,1785991311.8492458,1785991312.0325105,239,3,Denver Broncos,stop
60000002,0,completed,,1785991311.8552253,1785991311.8552363,1785991312.0555823,236,5,"Santa Clara, California",stop
60000003,0,completed,,1785991311.8557158,1785991311.85572,1785991312.017852,236,3,Denver Broncos,stop
60000006,0,completed,,1785991311.8559995,1785991311.8560033,1785991312.0330486,234,4,February 7,stop
60000008,0,completed,,1785991311.8562434,1785991311.8562477,1785991312.0166428,237,3,golden anniversary,stop
60000018,0,completed,,1785991311.8564832,1785991311.8564866,1785991312.0550854,238,5,Levi's Stadium,stop
60000020,0,completed,,1785991311.8567424,1785991311.8567455,1785991312.1447105,242,10,"February 7, 2016",stop
60000023,0,completed,,1785991311.8569613,1785991311.8569643,1785991312.0548544,233,4,Carolina Panthers,stop
60000027,0,completed,,1785991311.8571904,1785991311.8571932,1785991312.0613844,235,5,Levi's Stadium,stop
60000030,0,completed,,1785991311.8574865,1785991311.8574893,1785991312.0320332,205,3,Cam Newton,stop
60000031,0,completed,,1785991311.8576975,1785991311.8577,1785991312.0168583,207,2,4,stop
60000033,0,completed,,1785991311.8579125,1785991311.8579156,1785991312.03159,201,3,Arizona Cardinals,stop
60000036,0,completed,,1785991311.8581345,1785991311.8581426,1785991312.0519218,204,4,New England Patriots,stop
60000038,0,completed,,1785991311.8583465,1785991311.8583496,1785991312.0119774,206,2,4,stop
60000039,0,completed,,1785991311.8585486,1785991311.8585515,1785991312.0318124,202,3,Cam Newton,stop
60000040,0,completed,,1785991311.8587537,1785991311.8587565,1785991312.060916,216,5,15–1,stop
60000041,0,completed,,1785991311.8589914,1785991311.8589966,1785991312.032771,214,3,Cam Newton,stop
60000044,0,completed,,1785991311.8592038,1785991311.8592064,1785991312.0517375,216,4,New England Patriots,stop
60000047,0,completed,,1785991311.8594363,1785991311.859439,1785991312.0164406,206,2,2,stop
60000048,0,completed,,1785991311.8597038,1785991311.8597066,1785991312.2705524,203,16,The Broncos (Denver) beat the New England Patriots in the AFC championship.,stop
60000049,0,completed,,1785991311.8599048,1785991311.8599072,1785991312.0322633,211,3,Cam Newton,stop
60000050,0,completed,,1785991311.8601089,1785991311.8601139,1785991312.0513694,209,4,New England Patriots,stop
60000054,0,completed,,1785991311.8603165,1785991311.860319,1785991312.0611503,202,5,1995,stop
60000056,0,completed,,1785991311.8605192,1785991311.8605218,1785991312.0160818,142,2,2,stop
60000058,0,completed,,1785991311.8607287,1785991311.8607316,1785991312.0495353,136,4,Von Miller,stop
60000059,0,completed,,1785991311.8609426,1785991311.8609455,1785991312.01758,142,2,5,stop
60000060,0,completed,,1785991311.8611608,1785991311.8611636,1785991312.0158932,135,2,Newton,stop
60000067,0,completed,,1785991311.8613732,1785991311.861398,1785991312.0173225,145,2,5,stop
60000070,0,completed,,1785991311.8616135,1785991311.8616161,1785991312.0162547,138,2,5,stop
60000071,0,completed,,1785991311.861879,1785991311.861882,1785991312.0170825,141,2,seven,stop
60000075,0,completed,,1785991311.8620899,1785991311.8620956,1785991312.0515597,134,4,linebacker,stop
60000078,0,completed,,1785991311.862301,1785991311.8623037,1785991312.0553224,138,4,Von Miller,stop
60000079,0,completed,,1785991311.862507,1785991312.0152602,1785991312.096554,141,2,5,stop
60000080,0,completed,,1785991311.862526,1785991312.017901,1785991312.0978358,160,2,CBS,stop
